,key_ID,parliament_ID,session_ID,sitting_ID,item_ID,sitting_date,item_number,member_text,text,notice_date,constituency,full_name,member_number
1973,1798,42,42-1,42-1-49,42-1-Q-101,5/5/16,Q-101,Mr. Scheer (ReginaðQu'Appelle),"Q-101 ð April 12, 2016  ð Mr. Scheer (ReginaðQu'Appelle) ð With regard to the transition of government on November 4, 2015: (a) what is the total cost of any spending on renovating, redesigning, and re-furnishing for each ministerial office following the transition to the new government, broken down by (i) total cost, (ii) moving services, (iii) renovating services, (iv) painting, (v) flooring, (vi) furniture, (vii) appliances, (viii) art installation, (ix) all other expenditures; and (b) what is the total cost of any spending on renovating, redesigning, and re-furnishing for each Deputy Ministerðs office in response to the new Cabinet, broken down by (i) total cost, (ii) moving services, (iii) renovating services, (iv) painting, (v) flooring, (vi) furniture, (vii) appliances, (viii) art installation, (ix) all other expenditures?",4/12/16,ReginaðQu'Appelle,Andrew Scheer,662
1974,1799,42,42-1,42-1-49,42-1-Q-102,5/5/16,Q-102,Mr. Scheer (ReginaðQu'Appelle),"Q-102 ð April 12, 2016  ð Mr. Scheer (ReginaðQu'Appelle) ð With regard to public finances: (a) what was the government's monthly surplus or deficit from November 2014 to January 2016, broken down by each month in that period; (b) what was the government's surplus or deficit for the 2014-15 fiscal year; (c) what was the projected surplus or deficit for the 2015-16 fiscal year as published by the Department of Finance as of November 4, 2015; and (d) what definitions does the Department of Finance use in determining whether the government is in a surplus or deficit position, and do these definitions establish that a surplus exists when revenues exceed expenses?",4/12/16,ReginaðQu'Appelle,Andrew Scheer,662
1975,1800,42,42-1,42-1-49,42-1-Q-103,5/5/16,Q-103,Mr. Dusseault (Sherbrooke),"Q-103 ð April 12, 2016  ð Mr. Dusseault (Sherbrooke) ð With regard to federal spending in the riding of Sherbrooke, and for each fiscal year since 2010-2011 inclusively: (a) what are the details of all grants, contributions, and loans to any organization, body, or group, broken down by (i) name of the recipient, (ii) municipality of the recipient, (iii) date on which the funding was received, (iv) amount received, (v) department or agency providing the funding, (vi) program under which the grant, contribution, or loan was made, (vii) nature or purpose?",4/12/16,Sherbrooke,Pierre-Luc Dusseault,236
1976,1801,42,42-1,42-1-49,42-1-Q-104,5/5/16,Q-104,Mr. Bezan (SelkirkðInterlakeðEastman),"Q-104 ð April 14, 2016  ð Mr. Bezan (SelkirkðInterlakeðEastman) ð With regard to the $3.716 billion for large-scale capital projects that was reallocated from 2015-2016 to 2020-2021: (a) has the government earmarked this money for specific projects, and, if so, to which projects will this funding reallocation be applied; (b) for each project that had its funding reallocated to 2020-2021, what is the anticipated average annual inflation cost of each project for the next five years; (c) based on calculations from (b), how does the government anticipate that inflation costs will impact the governmentðs buying power; and (d) are additional funds being set aside in the fiscal framework to account for schedule slippage as a result of the reallocation of $3.716 billion?",4/14/16,SelkirkðInterlakeðEastman,James Bezan,75
1977,1802,42,42-1,42-1-49,42-1-Q-105,5/5/16,Q-105,Mrs. Hughes (AlgomaðManitoulinðKapuskasing),"Q-105 ð April 14, 2016  ð Mrs. Hughes (AlgomaðManitoulinðKapuskasing) ð With regard to applications for Indian Status submitted to Indigenous and Northern Affairs Canada, specifically as a result of the passage of the Gender Equity in Indian Registration Act, Bill C-3, 40th Parliament, Third Session: (a) how many applications have been submitted; (b) how many applications have been approved; (c) how many applications have been denied; (d) what is the average length of time required to process an application; (e) is there currently a backlog of processing applications; (f) if the answer to (e) is in the affirmative, how long has there been a backlog of processing applications; (g) does the Department have a projected date by which they will be caught up on any backlog that may exist; (h) has the Department identified any causes for delays in processing applications, and, if so, what are these causes; and (i) has the Department identified a staffing shortage for people required to process applications?",4/14/16,AlgomaðManitoulinðKapuskasing,NA,NA
1978,1803,42,42-1,42-1-49,42-1-Q-106,5/5/16,Q-106,Mr. Warkentin (Grande PrairieðMackenzie),"Q-106 ð April 15, 2016  ð Mr. Warkentin (Grande PrairieðMackenzie) ð With regard to the upcoming agricultural policy framework replacing the current Growing Forward 2 framework, and the ongoing consultations being held in preparation of the agreement: (a) what information, including all the details of documents and correspondence, has the Minister of Agriculture, his staff, or Agriculture and Agri-food Canada shared with, or received from, their provincial counterparts; (b) what information, including all the details of documents and correspondence, has been exchanged between the Minister of Agriculture and the Minister of Finance or their ministerial offices, and between Agriculture and Agri-food Canada and the Department of Finance Canada; and (c) what information, including the details of all documents and correspondence, has been exchanged between the Minister of Agriculture and the Minister of Environment and Climate Change or their ministerial offices, and between Agriculture and Agri-food Canada and Environment and Climate Change Canada?",4/15/16,Grande PrairieðMackenzie,Chris Warkentin,771
1979,1804,42,42-1,42-1-49,42-1-Q-107,5/5/16,Q-107,Mr. Dusseault (Sherbrooke),"Q-107 ð April 18, 2016  ð Mr. Dusseault (Sherbrooke) ð With regard to the exchange of information between Canada and the United States (US) under the Foreign Account Tax Compliance Act (FATCA): (a) how many individuals were reported, in total and broken down by (i) Canadian citizens, (ii) permanent residents of Canada, (iii) temporary residents of Canada; (b) how many individuals were reported, broken down by (i) individuals with Canadian addresses, (ii) individuals with US addresses, (iii) individuals with addresses in other countries; (c) how many accounts were reported, in total and broken down by (i) bank accounts, (ii) credit union accounts, (iii) investment accounts, (iv) insurance accounts, (v) other types of accounts; (d) with respect to (c)(iii), what types of insurance accounts were reported; (e) with respect to (c)(v), what other types of accounts were reported; (f) of the accounts reported, how many were (i) under $50,000 US, (ii) between $50,000 and $1,000,000 US, (iii) over $1,000,000 US; (g) of the accounts reported, how many were (i) Registered Retirement Savings Account accounts, (ii) Registered Education Savings Account accounts, (iii) Registered Disability Savings Account accounts, (iv) Tax Free Savings Account accounts; (h) of the accounts reported, how many were held jointly with one or more non US persons, broken down by type of account and indicating the type of relationship between the joint account holder and the US person, if it is known; (i) how many accounts of organizations were reported to the IRS because a US person had signing authority, interest in, or other connection to the organization; (j) of the accounts that were reported, how many were (i) business accounts, (ii) professional accounts, (iii) charitable or non-profit organization accounts, (iv) connected to other organizations, broken down by type of organization; (k) what agency, organization, and individuals was the information provided to; (l) what measures were taken to ensure this information will not be provided to any other agency, organization, and individuals; (m) what measures were taken to ensure that information transmitted will not be subject to identity theft, fraud, other criminal activities, or breach of privacy; (n) how many records did Canada receive from the US, in total and broken down by (i) individuals who live in Canada, (ii) individuals who live in the US, (iii) individuals who live in other countries, broken down by country; (o) how many accounts did Canada receive information about; (p) what type of information was in the records Canada received; (q) did Canada receive information regarding (i) income from the accounts, (ii) total assets in accounts, (iii) account balances, (iv) transactions, deposits and withdrawals, (v) account numbers, (vi) names of account holders, (vii) Social Insurance Numbers, (viii) other related information; (r) what type of information did Canada receive that was not provided by the US prior to the FATCA Intergovernmental Agreement; and (s) when did Canada receive the information?",4/18/16,Sherbrooke,Pierre-Luc Dusseault,236
1980,1805,42,42-1,42-1-49,42-1-Q-108,5/5/16,Q-108,Mr. Bezan (SelkirkðInterlakeðEastman),"Q-108 ð April 19, 2016  ð Mr. Bezan (SelkirkðInterlakeðEastman) ð With regard to the upcoming Aerospace Trade Mission to Kyiv, Ukraine, May 22-25, 2016, organized by the Canada Eurasia Russia Business Association, in collaboration with Export Quðbec, and Global Affairs Canada: (a) which individuals and organizations are listed as participants for this trade mission; (b) how much funding will be provided by Global Affairs Canada in support of this trade mission; (c) how much direct and indirect funding will be provided by the Canadian Embassy to Ukraine in support of this trade mission; (d) with regard to (b) and (c), how will these funds be allocated; and (e) were the Embassy of Ukraine to Canada and representatives from the Ukrainian-Canadian community consulted during the planning stages of this trade mission?",4/19/16,SelkirkðInterlakeðEastman,James Bezan,75
1981,1806,42,42-1,42-1-49,42-1-Q-109,5/5/16,Q-109,Ms. Sansoucy (Saint-HyacintheðBagot),"Q-109 ð April 19, 2016  ð Ms. Sansoucy (Saint-HyacintheðBagot) ð With regard to the Provincial-Territorial Infrastructure Component, National and Regional Projects, of the New Building Canada Fund, for the amounts budgeted for projects of interest: (a) what amounts were allocated to each province and territory; (b) what is the expected number of projects in each province and territory; (c) what amount was set aside for each project listed in (b); (d) what data was used to determine which projects would be selected; and (e) when will these projects be announced?",4/19/16,Saint-HyacintheðBagot,Brigitte Sansoucy,653
1982,1807,42,42-1,42-1-49,42-1-Q-110,5/5/16,Q-110,Ms. Sansoucy (Saint-HyacintheðBagot),"Q-110 ð April 19, 2016  ð Ms. Sansoucy (Saint-HyacintheðBagot) ð With regard to the mandate letter to the Minister of Families, Children and Social Development, as it pertains to the development of a Canadian poverty reduction strategy: (a) what timelines have been set by (i) the Minister, (ii) the Department; (b) what (i) stakeholders, (ii) organizations, (iii) partners have been identified for consultation purposes; and (c) what amounts have been earmarked for implementing the Canadian poverty reduction strategy?",4/19/16,Saint-HyacintheðBagot,Brigitte Sansoucy,653
1983,1808,42,42-1,42-1-49,42-1-Q-111,5/5/16,Q-111,Ms. Sansoucy (Saint-HyacintheðBagot),"Q-111 ð April 19, 2016  ð Ms. Sansoucy (Saint-HyacintheðBagot) ð With regard to federal spending in the riding of Saint-HyacintheðBagot in each fiscal year from 2011 to 2016, inclusively: what are the details of all grants, loans, contributions and contracts awarded by the government, broken down by (i) the department or agency that awarded the funding, (ii) municipality, (iii) the name of the recipient, (iv) the amount received, (v) the program under which the grant, loan, contribution or contract was awarded, (vi) date?",4/19/16,Saint-HyacintheðBagot,Brigitte Sansoucy,653
1984,1809,42,42-1,42-1-49,42-1-Q-112,5/5/16,Q-112,Mr. Stetski (KootenayðColumbia),"Q-112 ð April 19, 2016  ð Mr. Stetski (KootenayðColumbia) ð With respect to railways running through Canadaðs national parks: (a) how many train derailments have occurred in, and within 5 km of, Canadaðs national parks over the last 15 years, broken down by year; (b) of the derailments in (a), how many have been investigated by the Transportation Safety Board, broken down by year; (c) how were each of the train derailments in (a) classified by the Transportation Safety Board; (d) in how many of these derailments in (a) was grain or another substance spilled, and what were these other substances, broken down by derailment; (e) in each derailment in (a) what action was taken by the government in relation to the spilled substances, broken down by derailment; (f) what policies does the government have in place regarding substances spilled by trains running through Canadaðs national parks; (g) what analysis has the government undertaken of the potential risks to wildlife related to rail transportation through national parks, and what were the results of this analysis; (h) what policies does the government have in place to mitigate threats to species-at-risk and endangered species posed by rail transportation through and near national parks; and (i) how often does the government review its policies and procedures regarding railways running through Canadaðs national parks?",4/19/16,KootenayðColumbia,Wayne Stetski,709
1985,1810,42,42-1,42-1-49,42-1-Q-113,5/5/16,Q-113,Mrs. McLeod (KamloopsðThompsonðCariboo),"Q-113 ð April 20, 2016  ð Mrs. McLeod (KamloopsðThompsonðCariboo) ð With regard to the National Inquiry into Missing and Murdered Indigenous Women and Girls: what was the total cost incurred by the government for any related spending between December 8, 2015, and February 28, 2016, broken down by (i) total cost, (ii) travel, (iii) accommodations, (iv) room rentals, (v) meals, (vi) all other expenses?",4/20/16,KamloopsðThompsonðCariboo,NA,NA
1986,1811,42,42-1,42-1-49,42-1-Q-114,5/5/16,Q-114,Mrs. McLeod (KamloopsðThompsonðCariboo),"Q-114 ð April 20, 2016  ð Mrs. McLeod (KamloopsðThompsonðCariboo) ð With regard to indigenous women who reside on-reserve: (a) what analysis has the government completed into pay equity on-reserve; and (b) what are the details of any reports that have been completed, broken down by date?",4/20/16,KamloopsðThompsonðCariboo,NA,NA
1987,1812,42,42-1,42-1-49,42-1-Q-115,5/5/16,Q-115,Mr. Warkentin (Grande PrairieðMackenzie),"Q-115 ð April 20, 2016  ð Mr. Warkentin (Grande PrairieðMackenzie) ð With regard to the hiring of the current Chief of Staff to the Minister of Agriculture and Agri-Food: (a) what are the details of any information which has been created or exchanged between the Department and the Ministerðs office detailing the interim process designed to avoid a real or perceived conflict of interest; (b) since its implementation, has the interim process prevented a real or perceived conflict of interest, and if so, in what particular cases; and (c) what action has the Department or Ministerðs office taken in response to instructions from the Conflict of Interest and Ethics Commissioner, if there has in fact been a determination?",4/20/16,Grande PrairieðMackenzie,Chris Warkentin,771
1988,1813,42,42-1,42-1-49,42-1-Q-116,5/5/16,Q-116,Mrs. McLeod (KamloopsðThompsonðCariboo),"Q-116 ð April 20, 2016  ð Mrs. McLeod (KamloopsðThompsonðCariboo) ð With regard to the governmentðs commitment to implement each one of the 94 recommendations prepared by the Truth and Reconciliation Commission: (a) which stakeholders does the government plan to meet with to discuss implementing the Calls to Action; (b) on which dates does the government plan to meet these stakeholders, broken down by stakeholder; (c) what travel costs will the government be covering, broken down by stakeholder; (d) what per diem costs will the government be covering, broken down by stakeholder; and (e) what accommodation costs will the government be covering, broken down by stakeholder?",4/20/16,KamloopsðThompsonðCariboo,NA,NA
1989,1814,42,42-1,42-1-49,42-1-Q-117,5/5/16,Q-117,Mrs. McLeod (KamloopsðThompsonðCariboo),"Q-117 ð April 20, 2016  ð Mrs. McLeod (KamloopsðThompsonðCariboo) ð With regard to the decision by the Minister of Indigenous and Northern Affairs to stop all discretionary compliance measures related to the First Nations Financial Transparency Act: (a) did the Minister undertake consultations prior to reaching this decision; (b) if the answer to (a) is in the affirmative, (i) which stakeholder groups were consulted, (ii) which individuals from these groups participated, (iii) where did the consultations occur; (c) did the Minister receive any unsolicited views from stakeholder groups, and if so, from which stakeholders; and (d) has the Minister received communications from individual Canadians related to this decision?",4/20/16,KamloopsðThompsonðCariboo,NA,NA
1990,1815,42,42-1,42-1-49,42-1-Q-1181-2,5/5/16,Q-1181-2,Mr. Stewart (Burnaby South),"Q-1181-2 ð April 20, 2016  ð Mr. Stewart (Burnaby South) ð With respect to the communication of scientific research and government scientists speaking to the public about their research: (a) what is the complete and detailed list of all changes, amendments, or updates made to the communication policies of departments and agencies since November 4, 2015; (b) for each item in (a), (i) what department or agency was it for, (ii) what section of the policy did it pertain to, (iii) on what date was it implemented, (iv) what was the text of the relevant sections before the change, (v) what was the text of the relevant sections after the change, (vi) what was the governmentðs rationale for it, (vii) is there any evidence that the approval process for scientists speaking to the media has changed; (c) what is the total number of media interviews given by federal scientists for each month since November 2014, broken down by department or agency; (d) what new processes has the government implemented since November 4, 2015, to track and ensure that science-related media requests are responded to in a timely and accurate manner; (e) what new resources or programs has the government provided to federal scientists since November 4, 2015, to assist them in speaking to the public and the media about their research; (f) what is the complete and detailed list of all internal memos, directives, or emails sent to federal scientists since November 4, 2015, concerning the communication of scientific research and the approval process for speaking to the media; (g) for each item in (f), what are the details, including, but not limited to, (i) its title, (ii) who was it sent by, (iii) on what date was it sent; (h) what is the complete and detailed list of all briefing notes prepared for Ministers since November 4, 2015, concerning the issue of scientific integrity or science integrity policies; and (i) for each item in (h), (i) what was its title, (ii) which Minister was it for, (iii) on what date was it prepared?",4/20/16,Burnaby South,Kennedy Stewart,710
1991,1816,42,42-1,42-1-49,42-1-Q-119,5/5/16,Q-119,Mr. Angus (TimminsðJames Bay),"Q-119 ð April 21, 2016  ð Mr. Angus (TimminsðJames Bay) ð With respect to the governmentðs investments in broadband from 2010-2011 to 2016-2017: (a) what amount was budgeted to be spent by the Connecting Canadians Program; (b) what amount was actually spent by the Connecting Canadians Program and how much of this money has been, or is being, re-profiled moving forward; (c) which projects were funded by the Connecting Canadians Program; (d) what contribution agreements have been signed for previously announced Connecting Canadians projects; (e) which projects were denied for approval by the Connecting Canadians program; (f) which projects are currently waiting to be approved by the Connecting Canadians Program and for how long have these projects been waiting; (g) what amount was budgeted to be spent on broadband by FedNor and how much of this money has been, or is being, re-profiled moving forward; (h) what amount was actually spent by FedNor on broadband; (i) which broadband projects were funded by FedNor; (j) what contribution agreements have been signed for previously announced FedNor broadband projects; (k) which broadband projects were denied for approval by FedNor; and (l) which broadband projects are currently waiting to be approved by FedNor and for how long have these projects been waiting?",4/21/16,TimminsðJames Bay,Charlie Angus,26
1992,1817,42,42-1,42-1-49,42-1-Q-120,5/5/16,Q-120,Mr. Carrie (Oshawa),"Q-120 ð April 21, 2016  ð Mr. Carrie (Oshawa) ð With regard to government costing, assessments, or analysis prepared by the Department of Finance or other departments or agencies of the Liberal Party of Canadaðs election platform, and prior to the 2015 federal election: (a) what were the details of these assessments; and (b) which policy positions proposed in that platform were assessed?",4/21/16,Oshawa,Colin Carrie,141
1993,1818,42,42-1,42-1-49,42-1-Q-121,5/5/16,Q-121,Mr. Angus (TimminsðJames Bay),"Q-121 ð April 21, 2016  ð Mr. Angus (TimminsðJames Bay) ð With respect to budgets at the Department of Indian Affairs and Northern Development Canada (INAC) from 2010-2011 to 2016-2017: (a) what amount was budgeted to each INAC regional office and program area, broken down by (i) program area, (ii) fiscal year; (b) how much of those amounts identified in (a) were spent; (c) what amount of the total budgeted funds were returned to Treasury Board as unspent; (d) what incentives do regional and headquarter offices have to lower their spending below budgeted amounts; (e) how many INAC personnel received financial bonuses for their work, broken down by fiscal year; (f) what were the amounts of each bonus identified in (e); and (g) what was the total amount spent by INAC on bonuses in each province and territory, broken down by fiscal year?",4/21/16,TimminsðJames Bay,Charlie Angus,26
1994,1819,42,42-1,42-1-49,42-1-Q-122,5/5/16,Q-122,Mr. Liepert (Calgary Signal Hill),"Q-122 ð April 21, 2016  ð Mr. Liepert (Calgary Signal Hill) ð With regard to departmental spending, for the period of November 3, 2015, to April 22, 2016, what were the total costs of rentals and purchases of individual staging, lighting and audio equipment, and production and assorted technical costs for all government announcements and public events?",4/21/16,Calgary Signal Hill,Ron Liepert,441
1995,1820,42,42-1,42-1-49,42-1-Q-123,5/5/16,Q-123,Mr. Liepert (Calgary Signal Hill),"Q-123 ð April 21, 2016  ð Mr. Liepert (Calgary Signal Hill) ð With regard to each meeting of the Treasury Board during the period of November 3, 2015, to April 22, 2016: (a) what was the date of the meeting; (b) where did the meeting occur; (c) who was in attendance; and (d) what was the agenda of the meeting?",4/21/16,Calgary Signal Hill,Ron Liepert,441
1996,1821,42,42-1,42-1-49,42-1-Q-124,5/5/16,Q-124,Mr. Liepert (Calgary Signal Hill),"Q-124 ð April 21, 2016  ð Mr. Liepert (Calgary Signal Hill) ð With regard to grants, contributions, and funding applications to departments for the period of November 3, 2015, to April 22, 2016: (a) what applications were approved by departmental officials, but were (i) rejected by the Minister, or (ii) approved on terms other than those initially recommended by departmental officials; (b) for each case in (a)(ii), what are the details of how the approved applications differed from (i) what the applicant sought, and (ii) what the department recommended?",4/21/16,Calgary Signal Hill,Ron Liepert,441
1997,1822,42,42-1,42-1-49,42-1-Q-125,5/5/16,Q-125,Mr. Liepert (Calgary Signal Hill),"Q-125 ð April 21, 2016  ð Mr. Liepert (Calgary Signal Hill) ð With regard to Ministerial and Governor in Council appointments for the period of November 3, 2015, to April 22, 2016, what the details of all such appointments, including for each the (i) name of the person appointed, (ii) title of the appointment, (iii) organization they were appointed to, (iv) duties of the position, (v) authority for the appointment, (vi) salary and per diems associated with the position, (i) and the name of any sponsoring Minister or Member of Parliament?",4/21/16,Calgary Signal Hill,Ron Liepert,441
1998,1823,42,42-1,42-1-49,42-1-Q-126,5/5/16,Q-126,Mr. Carrie (Oshawa),"Q-126 ð April 21, 2016  ð Mr. Carrie (Oshawa) ð With regard to the sale of marijuana products, since November 4, 2015: (a) how many licensed dealers have been approved by Health Canada to sell marijuana for medical purposes; (b) how many inspections of licensed dealers have been completed; (c) have there been any changes to the number of inspectors available for this work; (d) have there been any changes to the amount of funding available for this work; (e) how much marijuana has been reported lost, stolen, or wasted from all licensed dealers; (f) how many licensed dealers have been authorized to sell products other than dried marijuana; (g) how many inspections have taken place for the dealers identified in (f); (h) have any reviews taken place to ensure that edible products have not increased risks to children, and, if so, were any recommendations made; (i) how many reports of adverse drug reactions have been received by Health Canada or licensed dealers, and what were the health impacts; (j) what measures have been taken to address illegal advertising by marijuana compassion clubs and other unauthorized dealers; and (k) has Health Canada initiated or asked for a legal opinion for whether or not the government restricts the sale of various forms of marijuana and, if so, which forms of marijuana are available for sale and which are not?",4/21/16,Oshawa,Colin Carrie,141
1999,1824,42,42-1,42-1-49,42-1-Q-127,5/5/16,Q-127,Mr. Carrie (Oshawa),"Q-127 ð April 21, 2016  ð Mr. Carrie (Oshawa) ð With regard to supervised injection sites approved or in process of application since November 4, 2015: (a) how many supervised injection sites did the government receive applications for in (i) total across Canada, (ii) Toronto, (iii) Ottawa, (iv) Montreal, (v) other municipalities; (b) has the government followed the Respect for Communities Act in this plan; (c) when planning the establishment of supervised injection sites in Canada, (i) has the government consulted with communities, neighborhoods, local stakeholders, elected officials of the municipalities, and local police services; (ii) exercised the authority within the Respect for Communities Act to publicly post applications for any existing and future supervised injection site exemptions under the Controlled Drugs and Substances Act; and (d) how many times did the Minister request amendments to the application in order to improve health and safety controls?",4/21/16,Oshawa,Colin Carrie,141
2000,1825,42,42-1,42-1-49,42-1-Q-128,5/5/16,Q-128,Mr. Carrie (Oshawa),"Q-128 ð April 21, 2016  ð Mr. Carrie (Oshawa) ð With regard to any department or agency, from November 3, 2015, to April 22, 2016: (a) what are the details relating to any advertising campaigns done with (i) Facebook, (ii) Twitter, (iii) Google, (iv) Yahoo, (v) Huffington Post, (vi) YouTube, (vii) Bing; (b) for each campaign identified in (a), (i) how long did the advertising run, (ii) what was the total cost of the advertising, (iii) how many people were reached by the advertising, (iv) what did the advertising consist of, (v) what was the purpose of the advertising, (vi) what were the keywords, demographics, and other targeting items included in the ad, where applicable, (vii) who was the desired target audience of the advertising, (viii) was a third party advertising agency used to purchase the ads and, if so, what is the name of that agency?",4/21/16,Oshawa,Colin Carrie,141
2001,1826,42,42-1,42-1-49,42-1-Q-129,5/5/16,Q-129,Mr. Albrecht (KitchenerðConestoga),"Q-129 ð April 28, 2016  ð Mr. Albrecht (KitchenerðConestoga) ð With regard to the Department of Financeðs estimates relating to the impact of oil prices on government revenues: (a) what information is available on how these estimates are calculated; and (b) does the government make any projections using incremental price increases, and, if so, does the government use $2 increments from $2 to $160 per barrel?",4/28/16,KitchenerðConestoga,Harold Albrecht,9
2002,1827,42,42-1,42-1-49,42-1-Q-130,5/5/16,Q-130,Mr. Albrecht (KitchenerðConestoga),"Q-130 ð April 28, 2016  ð Mr. Albrecht (KitchenerðConestoga) ð With regard to the changes to Old Age Security (OAS) announced in Budget 2016: what are the details of any research conducted into the (i) impact on government revenues, (ii) impact on the costs and sustainability of the OAS program, (iii) anticipated costs of reversing these changes?",4/28/16,KitchenerðConestoga,Harold Albrecht,9
2003,1828,42,42-1,42-1-49,42-1-Q-131,5/5/16,Q-131,Mr. Albrecht (KitchenerðConestoga),"Q-131 ð April 28, 2016  ð Mr. Albrecht (KitchenerðConestoga) ð With regard to projections calculated by the Department of Finance on the costs of servicing government debt over the next 50 years, has the Department calculated the costs associated with servicing the deficit projected in Budget 2016, and, if so, (i) how were these calculations made, (ii) what interest rates were used for the purposes of these calculations?",4/28/16,KitchenerðConestoga,Harold Albrecht,9
2004,1829,42,42-1,42-1-49,42-1-Q-132,5/5/16,Q-132,Mr. Albrecht (KitchenerðConestoga),"Q-132 ð April 28, 2016  ð Mr. Albrecht (KitchenerðConestoga) ð With regard to consultations undertaken by the Minister of Foreign Affairs, the Prime Minister, and any members of their staff with respect to the Office of Religious Freedoms, for the period of November 3, 2015, to April 22, 2016: what are the details of these consultations, including (i) the persons consulted, (ii) any persons representing or employed by the government present or involved, (iii) the position presented by the party consulted?",4/28/16,KitchenerðConestoga,Harold Albrecht,9
2005,1830,42,42-1,42-1-49,42-1-Q-133,5/5/16,Q-133,Mr. Bezan (SelkirkðInterlakeðEastman),"Q-133 ð April 28, 2016  ð Mr. Bezan (SelkirkðInterlakeðEastman) ð With regard to each one of Canadaðs CF-18 Hornets, as of April 22, 2016: (a) what are the aircraft numbers; (b) at which Canadian Forces Bases are they currently based; (c) what are their current ages; (d) what is the total number of airframe hours each of them have logged; (e) what are each of their approximate expected airframe hours at retirement; and (f) in what year are they expected to be retired?",4/28/16,SelkirkðInterlakeðEastman,James Bezan,75
2006,1831,42,42-1,42-1-49,42-1-Q-134,5/5/16,Q-134,Mr. Van Loan (YorkðSimcoe),"Q-134 ð April 28, 2016  ð Mr. Van Loan (YorkðSimcoe) ð With regard to briefings provided to the Liberal caucus or Liberal Members of Parliament by each department, agency or Crown Corporation since November 3, 2015: what are the details of these briefings, broken down by (i) topic, (ii) reason, (iii) individuals who were in attendance?",4/28/16,YorkðSimcoe,Peter Van Loan,756
2007,1832,42,42-1,42-1-49,42-1-Q-135,5/5/16,Q-135,Mr. Van Loan (YorkðSimcoe),"Q-135 ð April 28, 2016  ð Mr. Van Loan (YorkðSimcoe) ð With regard to Ministers' office budgets since November 3, 2015: (a) how many expense claims were submitted by the Minister or his or her exempt staff, but returned or amended by the relevant financial officer, or amended by a Minister or his or her exempt staff after being initially submitted; (b) what was each claim for and for what amount; (c) what was the reason for each expense claim being returned or amended; and (d) what was the nature of each amendment?",4/28/16,YorkðSimcoe,Peter Van Loan,756
2008,1833,42,42-1,42-1-49,42-1-Q-136,5/5/16,Q-136,Mr. Van Loan (YorkðSimcoe),"Q-136 ð April 28, 2016  ð Mr. Van Loan (YorkðSimcoe) ð With regard to Ministers' office budgets since November 3, 2015: (a) how many expense claims were submitted by the Minister or his or her exempt staff but rejected by the relevant financial officer; (b) what was each rejected claim for and what was its amount; and (c) what was the reason for each expense claim rejection?",4/28/16,YorkðSimcoe,Peter Van Loan,756
2009,1834,42,42-1,42-1-49,42-1-Q-137,5/5/16,Q-137,Mr. Van Loan (YorkðSimcoe),"Q-137 ð April 28, 2016  ð Mr. Van Loan (YorkðSimcoe) ð With regard to each department, agency or Crown Corporation since November 3, 2015: (a) how many requests have been made by the media to have departmental employees (excluding ministerial exempt staff) speak with or provide information to members of the media; (b) how many of these requests were declined and for what reasons; and (c) who gave the order to decline each request?",4/28/16,YorkðSimcoe,Peter Van Loan,756
2010,1835,42,42-1,42-1-49,42-1-Q-138,5/5/16,Q-138,Mr. Kitchen (SourisðMoose Mountain),"Q-138 ð April 28, 2016  ð Mr. Kitchen (SourisðMoose Mountain) ð With regard to the Atlantic Canada Opportunities Agency, for the period of November 3, 2015, to April 22, 2016: (a) how many funding applications have been submitted; (b) how many funding applications have yet to be processed; (c) how many funding applications have been approved for funding; (d) how many funding applications have been rejected for funding; and (e) what is the total funding amount that has been provided to approved applicants?",4/28/16,SourisðMoose Mountain,Robert Kitchen,398
2011,1836,42,42-1,42-1-49,42-1-Q-139,5/5/16,Q-139,Mr. Zimmer (Prince GeorgeðPeace RiverðNorthern Rockies),"Q-139 ð April 28, 2016  ð Mr. Zimmer (Prince GeorgeðPeace RiverðNorthern Rockies) ð With regard to removal orders for the period of November 4, 2015, to April 22, 2016, broken down by country: (a) what are the number of issued (i) departure orders, (ii) exclusions orders, (iii) deportation orders; (b) for each category of orders under (a), what is the total number of people who were issued removal orders, broken down by country to which they were to be removed; and (c) for each category of orders in (a), how many of these orders were successfully executed?",4/28/16,Prince GeorgeðPeace RiverðNorthern Rockies,Bob Zimmer,801
2012,1837,42,42-1,42-1-49,42-1-Q-140,5/5/16,Q-140,Mr. Zimmer (Prince GeorgeðPeace RiverðNorthern Rockies),"Q-140 ð April 28, 2016  ð Mr. Zimmer (Prince GeorgeðPeace RiverðNorthern Rockies) ð With regard to Ministerðs permits issued by the Minister of Citizenship and Immigration for the period of November 4, 2015, to April 22, 2016: how many were issued, including for each, (i) the date the permit was issued, (ii) the circumstances for the issuance of the permit, (iii) the reason the permit was required, (iv) the justification for issuing the permit?",4/28/16,Prince GeorgeðPeace RiverðNorthern Rockies,Bob Zimmer,801
