"key_ID","parliament_ID","session_ID","question_ID","question_number","member_ID","member_name","constituency","event_ID","date","event"
5640,"41","41-1","41-1-Q-595","Q-595",366,"John McKay","Scarborough—Guildwood",1,2012-04-04,"Notice"
5641,"41","41-1","41-1-Q-595","Q-595",366,"John McKay","Scarborough—Guildwood",2,2012-06-04,"Answered"
5642,"41","41-1","41-1-Q-596","Q-596",366,"John McKay","Scarborough—Guildwood",1,2012-04-04,"Notice"
5643,"41","41-1","41-1-Q-596","Q-596",366,"John McKay","Scarborough—Guildwood",2,2012-06-04,"Answered"
5644,"41","41-1","41-1-Q-597","Q-597",364,"David McGuinty","Ottawa South",1,2012-04-04,"Notice"
5645,"41","41-1","41-1-Q-597","Q-597",364,"David McGuinty","Ottawa South",2,2012-06-05,"Made an Order for Return and answer tabled"
5646,"41","41-1","41-1-Q-598","Q-598",364,"David McGuinty","Ottawa South",1,2012-04-04,"Notice"
5647,"41","41-1","41-1-Q-598","Q-598",364,"David McGuinty","Ottawa South",2,2012-06-05,"Made an Order for Return and answer tabled"
5648,"41","41-1","41-1-Q-599","Q-599",364,"David McGuinty","Ottawa South",1,2012-04-04,"Notice"
5649,"41","41-1","41-1-Q-599","Q-599",364,"David McGuinty","Ottawa South",2,2012-06-04,"Made an Order for Return and answer tabled"
5650,"41","41-1","41-1-Q-600","Q-600",364,"David McGuinty","Ottawa South",1,2012-04-04,"Notice"
5651,"41","41-1","41-1-Q-600","Q-600",364,"David McGuinty","Ottawa South",2,2012-06-05,"Made an Order for Return and answer tabled"
5652,"41","41-1","41-1-Q-601","Q-601",305,"Kevin Lamoureux","Winnipeg North",1,2012-04-04,"Notice"
5653,"41","41-1","41-1-Q-601","Q-601",305,"Kevin Lamoureux","Winnipeg North",2,2012-06-05,"Answered"
5654,"41","41-1","41-1-Q-602","Q-602",305,"Kevin Lamoureux","Winnipeg North",1,2012-04-04,"Notice"
5655,"41","41-1","41-1-Q-602","Q-602",305,"Kevin Lamoureux","Winnipeg North",2,2012-06-05,"Made an Order for Return and answer tabled"
5656,"41","41-1","41-1-Q-603","Q-603",305,"Kevin Lamoureux","Winnipeg North",1,2012-04-04,"Notice"
5657,"41","41-1","41-1-Q-603","Q-603",305,"Kevin Lamoureux","Winnipeg North",2,2012-06-04,"Made an Order for Return and answer tabled"
5658,"41","41-1","41-1-Q-604","Q-604",305,"Kevin Lamoureux","Winnipeg North",1,2012-04-04,"Notice"
5659,"41","41-1","41-1-Q-604","Q-604",305,"Kevin Lamoureux","Winnipeg North",2,2012-06-05,"Made an Order for Return and answer tabled"
5660,"41","41-1","41-1-Q-605","Q-605",532,"Glenn Thibeault","Sudbury",1,2012-04-19,"Notice"
5661,"41","41-1","41-1-Q-605","Q-605",532,"Glenn Thibeault","Sudbury",2,2012-06-05,"Answered"
5662,"41","41-1","41-1-Q-606","Q-606",241,"Claude Gravelle","Nickel Belt",1,2012-04-19,"Notice"
5663,"41","41-1","41-1-Q-606","Q-606",241,"Claude Gravelle","Nickel Belt",2,2012-04-24,"Withdrawn"
5664,"41","41-1","41-1-Q-607","Q-607",241,"Claude Gravelle","Nickel Belt",1,2012-04-19,"Notice"
5665,"41","41-1","41-1-Q-607","Q-607",241,"Claude Gravelle","Nickel Belt",2,2012-04-24,"Withdrawn"
5666,"41","41-1","41-1-Q-608","Q-608",351,"Wayne Marston","Hamilton East—Stoney Creek",1,2012-04-19,"Notice"
5667,"41","41-1","41-1-Q-608","Q-608",351,"Wayne Marston","Hamilton East—Stoney Creek",2,2012-06-04,"Answered"
5668,"41","41-1","41-1-Q-609","Q-609",451,"Anne Minh-Thu Quach","Beauharnois—Salaberry",1,2012-04-23,"Notice"
5669,"41","41-1","41-1-Q-609","Q-609",451,"Anne Minh-Thu Quach","Beauharnois—Salaberry",2,2012-06-08,"Answered"
5670,"41","41-1","41-1-Q-610","Q-610",451,"Anne Minh-Thu Quach","Beauharnois—Salaberry",1,2012-04-23,"Notice"
5671,"41","41-1","41-1-Q-610","Q-610",451,"Anne Minh-Thu Quach","Beauharnois—Salaberry",2,2012-06-07,"Made an Order for Return and answer tabled"
5672,"41","41-1","41-1-Q-611","Q-611",184,"Kirsty Duncan","Etobicoke North",1,2012-04-23,"Notice"
5673,"41","41-1","41-1-Q-611","Q-611",184,"Kirsty Duncan","Etobicoke North",2,2012-06-07,"Made an Order for Return and answer tabled"
5674,"41","41-1","41-1-Q-612","Q-612",184,"Kirsty Duncan","Etobicoke North",1,2012-04-23,"Notice"
5675,"41","41-1","41-1-Q-612","Q-612",184,"Kirsty Duncan","Etobicoke North",2,2012-06-07,"Made an Order for Return and answer tabled"
5676,"41","41-1","41-1-Q-613","Q-613",291,"Matthew Kellway","Beaches—East York",1,2012-04-23,"Notice"
5677,"41","41-1","41-1-Q-613","Q-613",291,"Matthew Kellway","Beaches—East York",2,2012-06-08,"Made an Order for Return and answer tabled"
5678,"41","41-1","41-1-Q-614","Q-614",291,"Matthew Kellway","Beaches—East York",1,2012-04-23,"Notice"
5679,"41","41-1","41-1-Q-614","Q-614",291,"Matthew Kellway","Beaches—East York",2,2012-06-07,"Answered"
5680,"41","41-1","41-1-Q-615","Q-615",291,"Matthew Kellway","Beaches—East York",1,2012-04-23,"Notice"
5681,"41","41-1","41-1-Q-615","Q-615",291,"Matthew Kellway","Beaches—East York",2,2012-06-07,"Answered"
5682,"41","41-1","41-1-Q-616","Q-616",291,"Matthew Kellway","Beaches—East York",1,2012-04-23,"Notice"
5683,"41","41-1","41-1-Q-616","Q-616",291,"Matthew Kellway","Beaches—East York",2,2012-06-08,"Made an Order for Return and answer tabled"
5684,"41","41-1","41-1-Q-617","Q-617",272,"Carol Hughes","Algoma—Manitoulin—Kapuskasing",1,2012-04-23,"Notice"
5685,"41","41-1","41-1-Q-617","Q-617",272,"Carol Hughes","Algoma—Manitoulin—Kapuskasing",2,2012-06-06,"Made an Order for Return and answer tabled"
5686,"41","41-1","41-1-Q-618","Q-618",272,"Carol Hughes","Algoma—Manitoulin—Kapuskasing",1,2012-04-23,"Notice"
5687,"41","41-1","41-1-Q-618","Q-618",272,"Carol Hughes","Algoma—Manitoulin—Kapuskasing",2,2012-06-04,"Answered"
5688,"41","41-1","41-1-Q-619","Q-619",351,"Wayne Marston","Hamilton East—Stoney Creek",1,2012-04-24,"Notice"
5689,"41","41-1","41-1-Q-619","Q-619",351,"Wayne Marston","Hamilton East—Stoney Creek",2,2012-06-08,"Made an Order for Return and answer tabled"
5690,"41","41-1","41-1-Q-620","Q-620",241,"Claude Gravelle","Nickel Belt",1,2012-04-24,"Notice"
5691,"41","41-1","41-1-Q-620","Q-620",241,"Claude Gravelle","Nickel Belt",2,2012-06-07,"Answered"
5692,"41","41-1","41-1-Q-621","Q-621",314,"Hélène Laverdière","Laurier—Sainte-Marie",1,2012-04-25,"Notice"
5693,"41","41-1","41-1-Q-621","Q-621",314,"Hélène Laverdière","Laurier—Sainte-Marie",2,2012-06-11,"Made an Order for Return and answer tabled"
5694,"41","41-1","41-1-Q-622","Q-622",314,"Hélène Laverdière","Laurier—Sainte-Marie",1,2012-04-25,"Notice"
5695,"41","41-1","41-1-Q-622","Q-622",314,"Hélène Laverdière","Laurier—Sainte-Marie",2,2012-06-11,"Made an Order for Return and answer tabled"
5696,"41","41-1","41-1-Q-623","Q-623",88,"Ruth Ellen Brosseau","Berthier—Maskinongé",1,2012-04-25,"Notice"
5697,"41","41-1","41-1-Q-623","Q-623",88,"Ruth Ellen Brosseau","Berthier—Maskinongé",2,2012-06-07,"Answered"
5698,"41","41-1","41-1-Q-624","Q-624",88,"Ruth Ellen Brosseau","Berthier—Maskinongé",1,2012-04-25,"Notice"
5699,"41","41-1","41-1-Q-624","Q-624",88,"Ruth Ellen Brosseau","Berthier—Maskinongé",2,2012-06-11,"Made an Order for Return and answer tabled"
5700,"41","41-1","41-1-Q-625","Q-625",205,"Judy Foote","Random—Burin—St. George's",1,2012-04-26,"Notice"
5701,"41","41-1","41-1-Q-625","Q-625",205,"Judy Foote","Random—Burin—St. George's",2,2012-06-07,"Made an Order for Return and answer tabled"
5702,"41","41-1","41-1-Q-626","Q-626",72,"Charmaine Borg","Terrebonne—Blainville",1,2012-04-26,"Notice"
5703,"41","41-1","41-1-Q-626","Q-626",72,"Charmaine Borg","Terrebonne—Blainville",2,2012-06-13,"Made an Order for Return and answer tabled"
5704,"41","41-1","41-1-Q-627","Q-627",383,"Christine Moore","Abitibi—Témiscamingue",1,2012-04-26,"Notice"
5705,"41","41-1","41-1-Q-627","Q-627",383,"Christine Moore","Abitibi—Témiscamingue",2,2012-06-13,"Made an Order for Return and answer tabled"
5706,"41","41-1","41-1-Q-628","Q-628",172,"Rosane Doré Lefebvre","Alfred-Pellan",1,2012-04-26,"Notice"
5707,"41","41-1","41-1-Q-628","Q-628",172,"Rosane Doré Lefebvre","Alfred-Pellan",2,2012-06-13,"Made an Order for Return and answer tabled"
5708,"41","41-1","41-1-Q-629","Q-629",172,"Rosane Doré Lefebvre","Alfred-Pellan",1,2012-04-26,"Notice"
5709,"41","41-1","41-1-Q-629","Q-629",172,"Rosane Doré Lefebvre","Alfred-Pellan",2,2012-06-13,"Made an Order for Return and answer tabled"
5710,"41","41-1","41-1-Q-630","Q-630",179,"Matthew Dubé","Chambly—Borduas",1,2012-04-27,"Notice"
5711,"41","41-1","41-1-Q-630","Q-630",179,"Matthew Dubé","Chambly—Borduas",2,2012-06-13,"Made an Order for Return and answer tabled"
5712,"41","41-1","41-1-Q-631","Q-631",179,"Matthew Dubé","Chambly—Borduas",1,2012-04-27,"Notice"
5713,"41","41-1","41-1-Q-631","Q-631",179,"Matthew Dubé","Chambly—Borduas",2,2012-06-13,"Made an Order for Return and answer tabled"
5714,"41","41-1","41-1-Q-632","Q-632",179,"Matthew Dubé","Chambly—Borduas",1,2012-04-27,"Notice"
5715,"41","41-1","41-1-Q-632","Q-632",179,"Matthew Dubé","Chambly—Borduas",2,2012-06-13,"Made an Order for Return and answer tabled"
5716,"41","41-1","41-1-Q-633","Q-633",179,"Matthew Dubé","Chambly—Borduas",1,2012-04-27,"Notice"
5717,"41","41-1","41-1-Q-633","Q-633",179,"Matthew Dubé","Chambly—Borduas",2,2012-06-13,"Made an Order for Return and answer tabled"
5718,"41","41-1","41-1-Q-634","Q-634",188,"Wayne Easter","Malpeque",1,2012-04-27,"Notice"
5719,"41","41-1","41-1-Q-634","Q-634",188,"Wayne Easter","Malpeque",2,2012-06-13,"Answered"
5720,"41","41-1","41-1-Q-635","Q-635",153,"Libby Davies","Vancouver East",1,2012-04-27,"Notice"
5721,"41","41-1","41-1-Q-635","Q-635",153,"Libby Davies","Vancouver East",2,2012-06-13,"Made an Order for Return and answer tabled"
5722,"41","41-1","41-1-Q-636","Q-636",153,"Libby Davies","Vancouver East",1,2012-04-27,"Notice"
5723,"41","41-1","41-1-Q-636","Q-636",153,"Libby Davies","Vancouver East",2,2012-06-13,"Made an Order for Return and answer tabled"
5724,"41","41-1","41-1-Q-637","Q-637",337,"Lawrence MacAulay","Cardigan",1,2012-04-30,"Notice"
5725,"41","41-1","41-1-Q-637","Q-637",337,"Lawrence MacAulay","Cardigan",2,2012-06-13,"Made an Order for Return and answer tabled"
5726,"41","41-1","41-1-Q-638","Q-638",386,"Dany Morin","Chicoutimi—Le Fjord",1,2012-04-30,"Notice"
5727,"41","41-1","41-1-Q-638","Q-638",386,"Dany Morin","Chicoutimi—Le Fjord",2,2012-06-13,"Answered"
5728,"41","41-1","41-1-Q-639","Q-639",386,"Dany Morin","Chicoutimi—Le Fjord",1,2012-04-30,"Notice"
5729,"41","41-1","41-1-Q-639","Q-639",386,"Dany Morin","Chicoutimi—Le Fjord",2,2012-06-15,"Made an Order for Return and answer tabled"
5730,"41","41-1","41-1-Q-640","Q-640",532,"Glenn Thibeault","Sudbury",1,2012-04-30,"Notice"
5731,"41","41-1","41-1-Q-640","Q-640",532,"Glenn Thibeault","Sudbury",2,2012-06-15,"Answered"
5732,"41","41-1","41-1-Q-641","Q-641",314,"Hélène Laverdière","Laurier—Sainte-Marie",1,2012-04-30,"Notice"
5733,"41","41-1","41-1-Q-641","Q-641",314,"Hélène Laverdière","Laurier—Sainte-Marie",2,2012-06-15,"Answered"
5734,"41","41-1","41-1-Q-642","Q-642",492,"Judy A. Sgro","York West",1,2012-05-01,"Notice"
5735,"41","41-1","41-1-Q-642","Q-642",492,"Judy A. Sgro","York West",2,2012-06-18,"Answer tabled"
5736,"41","41-1","41-1-Q-642","Q-642",492,"Judy A. Sgro","York West",3,2012-06-19,"Made an Order for Return and answer tabled"
5737,"41","41-1","41-1-Q-643","Q-643",305,"Kevin Lamoureux","Winnipeg North",1,2012-05-02,"Notice"
5738,"41","41-1","41-1-Q-643","Q-643",305,"Kevin Lamoureux","Winnipeg North",2,2012-05-04,"Withdrawn"
5739,"41","41-1","41-1-Q-644","Q-644",553,"Frank Valeriote","Guelph",1,2012-05-02,"Notice"
5740,"41","41-1","41-1-Q-644","Q-644",553,"Frank Valeriote","Guelph",2,2012-06-18,"Answer tabled"
5741,"41","41-1","41-1-Q-644","Q-644",553,"Frank Valeriote","Guelph",3,2012-06-19,"Made an Order for Return and answer tabled"
5742,"41","41-1","41-1-Q-645","Q-645",553,"Frank Valeriote","Guelph",1,2012-05-02,"Notice"
5743,"41","41-1","41-1-Q-645","Q-645",553,"Frank Valeriote","Guelph",2,2012-06-18,"Answer tabled"
5744,"41","41-1","41-1-Q-645","Q-645",553,"Frank Valeriote","Guelph",3,2012-06-19,"Made an Order for Return and answer tabled"
5745,"41","41-1","41-1-Q-646","Q-646",553,"Frank Valeriote","Guelph",1,2012-05-02,"Notice"
5746,"41","41-1","41-1-Q-646","Q-646",553,"Frank Valeriote","Guelph",2,2012-06-18,"Answer tabled"
5747,"41","41-1","41-1-Q-646","Q-646",553,"Frank Valeriote","Guelph",3,2012-06-19,"Made an Order for Return and answer tabled"
5748,"41","41-1","41-1-Q-647","Q-647",337,"Lawrence MacAulay","Cardigan",1,2012-05-02,"Notice"
5749,"41","41-1","41-1-Q-647","Q-647",337,"Lawrence MacAulay","Cardigan",2,2012-06-18,"Answer tabled"
5750,"41","41-1","41-1-Q-647","Q-647",337,"Lawrence MacAulay","Cardigan",3,2012-06-19,"Answered"
5751,"41","41-1","41-1-Q-648","Q-648",311,"Alexandrine Latendresse","Louis-Saint-Laurent",1,2012-05-02,"Notice"
5752,"41","41-1","41-1-Q-648","Q-648",311,"Alexandrine Latendresse","Louis-Saint-Laurent",2,2012-06-18,"Answer tabled"
5753,"41","41-1","41-1-Q-648","Q-648",311,"Alexandrine Latendresse","Louis-Saint-Laurent",3,2012-06-19,"Made an Order for Return and answer tabled"
5754,"41","41-1","41-1-Q-649","Q-649",311,"Alexandrine Latendresse","Louis-Saint-Laurent",1,2012-05-02,"Notice"
5755,"41","41-1","41-1-Q-649","Q-649",311,"Alexandrine Latendresse","Louis-Saint-Laurent",2,2012-06-18,"Answer tabled"
5756,"41","41-1","41-1-Q-649","Q-649",311,"Alexandrine Latendresse","Louis-Saint-Laurent",3,2012-06-19,"Made an Order for Return and answer tabled"
5757,"41","41-1","41-1-Q-650","Q-650",311,"Alexandrine Latendresse","Louis-Saint-Laurent",1,2012-05-02,"Notice"
5758,"41","41-1","41-1-Q-650","Q-650",311,"Alexandrine Latendresse","Louis-Saint-Laurent",2,2012-06-15,"Made an Order for Return and answer tabled"
5759,"41","41-1","41-1-Q-651","Q-651",193,"Mark Eyking","Sydney—Victoria",1,2012-05-02,"Notice"
5760,"41","41-1","41-1-Q-651","Q-651",193,"Mark Eyking","Sydney—Victoria",2,2012-06-18,"Answer tabled"
5761,"41","41-1","41-1-Q-651","Q-651",193,"Mark Eyking","Sydney—Victoria",3,2012-06-19,"Made an Order for Return and answer tabled"
5762,"41","41-1","41-1-Q-652","Q-652",219,"Marc Garneau","Westmount—Ville-Marie",1,2012-05-02,"Notice"
5763,"41","41-1","41-1-Q-652","Q-652",219,"Marc Garneau","Westmount—Ville-Marie",2,2012-06-18,"Answer tabled"
5764,"41","41-1","41-1-Q-652","Q-652",219,"Marc Garneau","Westmount—Ville-Marie",3,2012-06-19,"Answered"
5765,"41","41-1","41-1-Q-653","Q-653",539,"Philip Toone","Gaspésie—Îles-de-la-Madeleine",1,2012-05-03,"Notice"
5766,"41","41-1","41-1-Q-653","Q-653",539,"Philip Toone","Gaspésie—Îles-de-la-Madeleine",2,2012-06-20,"Made an Order for Return and answer tabled"
5767,"41","41-1","41-1-Q-654","Q-654",49,"Carolyn Bennett","St. Paul's",1,2012-05-03,"Notice"
5768,"41","41-1","41-1-Q-654","Q-654",49,"Carolyn Bennett","St. Paul's",2,2012-06-20,"Made an Order for Return and answer tabled"
5769,"41","41-1","41-1-Q-655","Q-655",49,"Carolyn Bennett","St. Paul's",1,2012-05-03,"Notice"
5770,"41","41-1","41-1-Q-655","Q-655",49,"Carolyn Bennett","St. Paul's",2,2012-06-20,"Answered"
5771,"41","41-1","41-1-Q-656","Q-656",49,"Carolyn Bennett","St. Paul's",1,2012-05-03,"Notice"
5772,"41","41-1","41-1-Q-656","Q-656",49,"Carolyn Bennett","St. Paul's",2,2012-06-20,"Answered"
5773,"41","41-1","41-1-Q-657","Q-657",433,"Manon Perreault","Montcalm",1,2012-05-04,"Notice"
5774,"41","41-1","41-1-Q-657","Q-657",433,"Manon Perreault","Montcalm",2,2012-06-20,"Made an Order for Return and answer tabled"
5775,"41","41-1","41-1-Q-658","Q-658",433,"Manon Perreault","Montcalm",1,2012-05-04,"Notice"
5776,"41","41-1","41-1-Q-658","Q-658",433,"Manon Perreault","Montcalm",2,2012-06-20,"Made an Order for Return and answer tabled"
5777,"41","41-1","41-1-Q-659","Q-659",219,"Marc Garneau","Westmount—Ville-Marie",1,2012-05-07,"Notice"
5778,"41","41-1","41-1-Q-659","Q-659",219,"Marc Garneau","Westmount—Ville-Marie",2,2012-09-17,"Made an Order for Return and answer tabled"
5779,"41","41-1","41-1-Q-660","Q-660",56,"Dennis Bevington","Northwest Territories",1,2012-05-07,"Notice"
5780,"41","41-1","41-1-Q-660","Q-660",56,"Dennis Bevington","Northwest Territories",2,2012-09-17,"Made an Order for Return and answer tabled"
5781,"41","41-1","41-1-Q-661","Q-661",254,"Jack Harris","St. John's East",1,2012-05-07,"Notice"
5782,"41","41-1","41-1-Q-661","Q-661",254,"Jack Harris","St. John's East",2,2012-09-17,"Made an Order for Return and answer tabled"
5783,"41","41-1","41-1-Q-662","Q-662",139,"Raymond Côté","Beauport—Limoilou",1,2012-05-07,"Notice"
5784,"41","41-1","41-1-Q-662","Q-662",139,"Raymond Côté","Beauport—Limoilou",2,2012-09-14,"Made an Order for Return and answer tabled"
5785,"41","41-1","41-1-Q-663","Q-663",113,"Sean Casey","Charlottetown",1,2012-05-07,"Notice"
5786,"41","41-1","41-1-Q-663","Q-663",113,"Sean Casey","Charlottetown",2,2012-09-17,"Made an Order for Return and answer tabled"
5787,"41","41-1","41-1-Q-664","Q-664",276,"Pierre Jacob","Brome—Missisquoi",1,2012-05-08,"Notice"
5788,"41","41-1","41-1-Q-664","Q-664",276,"Pierre Jacob","Brome—Missisquoi",2,2012-09-17,"Answered"
5789,"41","41-1","41-1-Q-665","Q-665",45,"Mauril Bélanger","Ottawa—Vanier",1,2012-05-08,"Notice"
5790,"41","41-1","41-1-Q-665","Q-665",45,"Mauril Bélanger","Ottawa—Vanier",2,2012-09-17,"Made an Order for Return and answer tabled"
5791,"41","41-1","41-1-Q-666","Q-666",45,"Mauril Bélanger","Ottawa—Vanier",1,2012-05-08,"Notice"
5792,"41","41-1","41-1-Q-666","Q-666",45,"Mauril Bélanger","Ottawa—Vanier",2,2012-09-17,"Made an Order for Return and answer tabled"
5793,"41","41-1","41-1-Q-667","Q-667",166,"Paul Dewar","Ottawa Centre",1,2012-05-09,"Notice"
5794,"41","41-1","41-1-Q-667","Q-667",166,"Paul Dewar","Ottawa Centre",2,2012-09-17,"Made an Order for Return and answer tabled"
5795,"41","41-1","41-1-Q-668","Q-668",166,"Paul Dewar","Ottawa Centre",1,2012-05-09,"Notice"
5796,"41","41-1","41-1-Q-668","Q-668",166,"Paul Dewar","Ottawa Centre",2,2012-09-17,"Made an Order for Return and answer tabled"
5797,"41","41-1","41-1-Q-669","Q-669",416,"Massimo Pacetti","Saint-Léonard—Saint-Michel",1,2012-05-09,"Notice"
5798,"41","41-1","41-1-Q-669","Q-669",416,"Massimo Pacetti","Saint-Léonard—Saint-Michel",2,2012-09-17,"Made an Order for Return and answer tabled"
5799,"41","41-1","41-1-Q-670","Q-670",453,"John Rafferty","Thunder Bay—Rainy River",1,2012-05-10,"Notice"
5800,"41","41-1","41-1-Q-670","Q-670",453,"John Rafferty","Thunder Bay—Rainy River",2,2012-09-17,"Answered"
5801,"41","41-1","41-1-Q-671","Q-671",453,"John Rafferty","Thunder Bay—Rainy River",1,2012-05-10,"Notice"
5802,"41","41-1","41-1-Q-671","Q-671",453,"John Rafferty","Thunder Bay—Rainy River",2,2012-09-17,"Made an Order for Return and answer tabled"
5803,"41","41-1","41-1-Q-672","Q-672",21,"Scott Andrews","Avalon",1,2012-05-10,"Notice"
5804,"41","41-1","41-1-Q-672","Q-672",21,"Scott Andrews","Avalon",2,2012-09-17,"Answered"
5805,"41","41-1","41-1-Q-673","Q-673",21,"Scott Andrews","Avalon",1,2012-05-10,"Notice"
5806,"41","41-1","41-1-Q-673","Q-673",21,"Scott Andrews","Avalon",2,2012-09-17,"Answered"
5807,"41","41-1","41-1-Q-674","Q-674",21,"Scott Andrews","Avalon",1,2012-05-10,"Notice"
5808,"41","41-1","41-1-Q-674","Q-674",21,"Scott Andrews","Avalon",2,2012-09-17,"Answered"
5809,"41","41-1","41-1-Q-675","Q-675",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",1,2012-05-10,"Notice"
5810,"41","41-1","41-1-Q-675","Q-675",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",2,2012-09-17,"Made an Order for Return and answer tabled"
5811,"41","41-1","41-1-Q-676","Q-676",492,"Judy A. Sgro","York West",1,2012-05-11,"Notice"
5812,"41","41-1","41-1-Q-676","Q-676",492,"Judy A. Sgro","York West",2,2012-09-17,"Answered"
5813,"41","41-1","41-1-Q-677","Q-677",539,"Philip Toone","Gaspésie—Îles-de-la-Madeleine",1,2012-05-11,"Notice"
5814,"41","41-1","41-1-Q-677","Q-677",539,"Philip Toone","Gaspésie—Îles-de-la-Madeleine",2,2012-09-17,"Answered"
5815,"41","41-1","41-1-Q-678","Q-678",234,"Ralph Goodale","Wascana",1,2012-05-11,"Notice"
5816,"41","41-1","41-1-Q-678","Q-678",234,"Ralph Goodale","Wascana",2,2012-09-17,"Made an Order for Return and answer tabled"
5817,"41","41-1","41-1-Q-679","Q-679",459,"Mathieu Ravignat","Pontiac",1,2012-05-14,"Notice"
5818,"41","41-1","41-1-Q-679","Q-679",459,"Mathieu Ravignat","Pontiac",2,2012-09-17,"Answered"
5819,"41","41-1","41-1-Q-680","Q-680",459,"Mathieu Ravignat","Pontiac",1,2012-05-14,"Notice"
5820,"41","41-1","41-1-Q-680","Q-680",459,"Mathieu Ravignat","Pontiac",2,2012-09-17,"Answered"
5821,"41","41-1","41-1-Q-681","Q-681",453,"John Rafferty","Thunder Bay—Rainy River",1,2012-05-14,"Notice"
5822,"41","41-1","41-1-Q-681","Q-681",453,"John Rafferty","Thunder Bay—Rainy River",2,2012-09-17,"Made an Order for Return and answer tabled"
5823,"41","41-1","41-1-Q-682","Q-682",314,"Hélène Laverdière","Laurier—Sainte-Marie",1,2012-05-14,"Notice"
5824,"41","41-1","41-1-Q-682","Q-682",314,"Hélène Laverdière","Laurier—Sainte-Marie",2,2012-09-17,"Answered"
5825,"41","41-1","41-1-Q-683","Q-683",390,"Maria Mourani","Ahuntsic",1,2012-05-15,"Notice"
5826,"41","41-1","41-1-Q-683","Q-683",390,"Maria Mourani","Ahuntsic",2,2012-09-17,"Answered"
5827,"41","41-1","41-1-Q-684","Q-684",390,"Maria Mourani","Ahuntsic",1,2012-05-15,"Notice"
5828,"41","41-1","41-1-Q-684","Q-684",390,"Maria Mourani","Ahuntsic",2,2012-09-17,"Made an Order for Return and answer tabled"
5829,"41","41-1","41-1-Q-685","Q-685",390,"Maria Mourani","Ahuntsic",1,2012-05-15,"Notice"
5830,"41","41-1","41-1-Q-685","Q-685",390,"Maria Mourani","Ahuntsic",2,2012-09-17,"Made an Order for Return and answer tabled"
5831,"41","41-1","41-1-Q-686","Q-686",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",1,2012-05-16,"Notice"
5832,"41","41-1","41-1-Q-686","Q-686",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",2,2012-09-17,"Answered"
5833,"41","41-1","41-1-Q-687","Q-687",397,"Pierre Nantel","Longueuil—Pierre-Boucher",1,2012-05-16,"Notice"
5834,"41","41-1","41-1-Q-687","Q-687",397,"Pierre Nantel","Longueuil—Pierre-Boucher",2,2012-09-17,"Made an Order for Return and answer tabled"
5835,"41","41-1","41-1-Q-688","Q-688",397,"Pierre Nantel","Longueuil—Pierre-Boucher",1,2012-05-16,"Notice"
5836,"41","41-1","41-1-Q-688","Q-688",397,"Pierre Nantel","Longueuil—Pierre-Boucher",2,2012-09-17,"Made an Order for Return and answer tabled"
5837,"41","41-1","41-1-Q-689","Q-689",226,"Alain Giguère","Marc-Aurèle-Fortin",1,2012-05-16,"Notice"
5838,"41","41-1","41-1-Q-689","Q-689",226,"Alain Giguère","Marc-Aurèle-Fortin",2,2012-09-17,"Made an Order for Return and answer tabled"
5839,"41","41-1","41-1-Q-690","Q-690",459,"Mathieu Ravignat","Pontiac",1,2012-05-17,"Notice"
5840,"41","41-1","41-1-Q-690","Q-690",459,"Mathieu Ravignat","Pontiac",2,2012-09-17,"Answered"
5841,"41","41-1","41-1-Q-691","Q-691",317,"Dominic LeBlanc","Beauséjour",1,2012-05-17,"Notice"
5842,"41","41-1","41-1-Q-691","Q-691",317,"Dominic LeBlanc","Beauséjour",2,2012-09-17,"Made an Order for Return and answer tabled"
5843,"41","41-1","41-1-Q-692","Q-692",317,"Dominic LeBlanc","Beauséjour",1,2012-05-17,"Notice"
5844,"41","41-1","41-1-Q-692","Q-692",317,"Dominic LeBlanc","Beauséjour",2,2012-09-17,"Made an Order for Return and answer tabled"
5845,"41","41-1","41-1-Q-693","Q-693",462,"Geoff Regan","Halifax West",1,2012-05-24,"Notice"
5846,"41","41-1","41-1-Q-693","Q-693",462,"Geoff Regan","Halifax West",2,2012-09-17,"Made an Order for Return and answer tabled"
5847,"41","41-1","41-1-Q-694","Q-694",462,"Geoff Regan","Halifax West",1,2012-05-24,"Notice"
5848,"41","41-1","41-1-Q-694","Q-694",462,"Geoff Regan","Halifax West",2,2012-09-17,"Answered"
5849,"41","41-1","41-1-Q-695","Q-695",205,"Judy Foote","Random—Burin—St. George's",1,2012-05-24,"Notice"
5850,"41","41-1","41-1-Q-695","Q-695",205,"Judy Foote","Random—Burin—St. George's",2,2012-09-17,"Answered"
5851,"41","41-1","41-1-Q-696","Q-696",205,"Judy Foote","Random—Burin—St. George's",1,2012-05-24,"Notice"
5852,"41","41-1","41-1-Q-696","Q-696",205,"Judy Foote","Random—Burin—St. George's",2,2012-09-17,"Answered"
5853,"41","41-1","41-1-Q-697","Q-697",383,"Christine Moore","Abitibi—Témiscamingue",1,2012-05-24,"Notice"
5854,"41","41-1","41-1-Q-697","Q-697",383,"Christine Moore","Abitibi—Témiscamingue",2,2012-09-17,"Made an Order for Return and answer tabled"
5855,"41","41-1","41-1-Q-698","Q-698",188,"Wayne Easter","Malpeque",1,2012-05-24,"Notice"
