"","committee_acronym","parliament_number","session_number","date_change","title","first_name","last_name","full_name"
"962.12","INDU","39","1","2006-09-21","Member","Robert","Vincent","Robert Vincent"
"963.1","INDU","39","1","2006-09-26","Chair","James","Rajotte","James Rajotte"
"963.2","INDU","39","1","2006-09-26","Co-chair","Dan","McTeague","Dan McTeague"
"963.3","INDU","39","1","2006-09-26","Co-chair","Paule","Brunelle","Paule Brunelle"
"963.4","INDU","39","1","2006-09-26","Member","André","Arthur","André Arthur"
"963.5","INDU","39","1","2006-09-26","Member","Maurizio","Bevilacqua","Maurizio Bevilacqua"
"963.6","INDU","39","1","2006-09-26","Member","Scott","Brison","Scott Brison"
"963.7","INDU","39","1","2006-09-26","Member","Gerry","Byrne","Gerry Byrne"
"963.8","INDU","39","1","2006-09-26","Member","Colin","Carrie","Colin Carrie"
"963.9","INDU","39","1","2006-09-26","Member","Brian","Masse","Brian Masse"
"963.10","INDU","39","1","2006-09-26","Member","Bev","Shipley","Bev Shipley"
"963.11","INDU","39","1","2006-09-26","Member","Dave","Van Kesteren","Dave Van Kesteren"
"963.12","INDU","39","1","2006-09-26","Member","Robert","Vincent","Robert Vincent"
"964.1","INDU","39","1","2007-01-30","Chair","James","Rajotte","James Rajotte"
"964.2","INDU","39","1","2007-01-30","Co-chair","Dan","McTeague","Dan McTeague"
"964.3","INDU","39","1","2007-01-30","Co-chair","Paule","Brunelle","Paule Brunelle"
"964.4","INDU","39","1","2007-01-30","Member","André","Arthur","André Arthur"
"964.5","INDU","39","1","2007-01-30","Member","Maurizio","Bevilacqua","Maurizio Bevilacqua"
"964.6","INDU","39","1","2007-01-30","Member","Scott","Brison","Scott Brison"
"964.7","INDU","39","1","2007-01-30","Member","Gerry","Byrne","Gerry Byrne"
"964.8","INDU","39","1","2007-01-30","Member","Colin","Carrie","Colin Carrie"
"964.9","INDU","39","1","2007-01-30","Member","Brian","Masse","Brian Masse"
"964.10","INDU","39","1","2007-01-30","Member","Bev","Shipley","Bev Shipley"
"964.11","INDU","39","1","2007-01-30","Member","Dave","Van Kesteren","Dave Van Kesteren"
"964.12","INDU","39","1","2007-01-30","Member","Robert","Vincent","Robert Vincent"
"965.1","INDU","39","1","2007-04-16","Chair","James","Rajotte","James Rajotte"
"965.2","INDU","39","1","2007-04-16","Co-chair","Dan","McTeague","Dan McTeague"
"965.3","INDU","39","1","2007-04-16","Co-chair","Paule","Brunelle","Paule Brunelle"
"965.4","INDU","39","1","2007-04-16","Member","André","Arthur","André Arthur"
"965.5","INDU","39","1","2007-04-16","Member","Maurizio","Bevilacqua","Maurizio Bevilacqua"
"965.6","INDU","39","1","2007-04-16","Member","Scott","Brison","Scott Brison"
"965.7","INDU","39","1","2007-04-16","Member","Gerry","Byrne","Gerry Byrne"
"965.8","INDU","39","1","2007-04-16","Member","Colin","Carrie","Colin Carrie"
"965.9","INDU","39","1","2007-04-16","Member","Brian","Masse","Brian Masse"
"965.10","INDU","39","1","2007-04-16","Member","Bev","Shipley","Bev Shipley"
"965.11","INDU","39","1","2007-04-16","Member","Dave","Van Kesteren","Dave Van Kesteren"
"965.12","INDU","39","1","2007-04-16","Member","Robert","Vincent","Robert Vincent"
"966.1","INDU","39","1","2007-04-25","Chair","James","Rajotte","James Rajotte"
"966.2","INDU","39","1","2007-04-25","Co-chair","Dan","McTeague","Dan McTeague"
"966.3","INDU","39","1","2007-04-25","Co-chair","Paule","Brunelle","Paule Brunelle"
"966.4","INDU","39","1","2007-04-25","Member","André","Arthur","André Arthur"
"966.5","INDU","39","1","2007-04-25","Member","Maurizio","Bevilacqua","Maurizio Bevilacqua"
"966.6","INDU","39","1","2007-04-25","Member","Scott","Brison","Scott Brison"
"966.7","INDU","39","1","2007-04-25","Member","Gerry","Byrne","Gerry Byrne"
"966.8","INDU","39","1","2007-04-25","Member","Colin","Carrie","Colin Carrie"
"966.9","INDU","39","1","2007-04-25","Member","Brian","Masse","Brian Masse"
"966.10","INDU","39","1","2007-04-25","Member","Bev","Shipley","Bev Shipley"
"966.11","INDU","39","1","2007-04-25","Member","Dave","Van Kesteren","Dave Van Kesteren"
"966.12","INDU","39","1","2007-04-25","Member","Robert","Vincent","Robert Vincent"
"967.1","INDU","39","1","2007-09-14","Chair","James","Rajotte","James Rajotte"
"967.2","INDU","39","1","2007-09-14","Co-chair","Dan","McTeague","Dan McTeague"
"967.3","INDU","39","1","2007-09-14","Co-chair","Paule","Brunelle","Paule Brunelle"
"967.4","INDU","39","1","2007-09-14","Member","André","Arthur","André Arthur"
"967.5","INDU","39","1","2007-09-14","Member","Maurizio","Bevilacqua","Maurizio Bevilacqua"
"967.6","INDU","39","1","2007-09-14","Member","Scott","Brison","Scott Brison"
"967.7","INDU","39","1","2007-09-14","Member","Gerry","Byrne","Gerry Byrne"
"967.8","INDU","39","1","2007-09-14","Member","Colin","Carrie","Colin Carrie"
"967.9","INDU","39","1","2007-09-14","Member","Brian","Masse","Brian Masse"
"967.10","INDU","39","1","2007-09-14","Member","Bev","Shipley","Bev Shipley"
"967.11","INDU","39","1","2007-09-14","Member","Dave","Van Kesteren","Dave Van Kesteren"
"967.12","INDU","39","1","2007-09-14","Member","Robert","Vincent","Robert Vincent"
"968.1","INDU","39","2","2007-10-31","Chair","James","Rajotte","James Rajotte"
"968.2","INDU","39","2","2007-10-31","Co-chair","Dan","McTeague","Dan McTeague"
"968.3","INDU","39","2","2007-10-31","Co-chair","Paule","Brunelle","Paule Brunelle"
"968.4","INDU","39","2","2007-10-31","Member","André","Arthur","André Arthur"
"968.5","INDU","39","2","2007-10-31","Member","Scott","Brison","Scott Brison"
"968.6","INDU","39","2","2007-10-31","Member","Colin","Carrie","Colin Carrie"
"968.7","INDU","39","2","2007-10-31","Member","Mark","Eyking","Mark Eyking"
"968.8","INDU","39","2","2007-10-31","Member","Peggy","Nash","Peggy Nash"
"968.9","INDU","39","2","2007-10-31","Member","Raymond","Simard","Raymond Simard"
"968.10","INDU","39","2","2007-10-31","Member","Bruce","Stanton","Bruce Stanton"
"968.11","INDU","39","2","2007-10-31","Member","Dave","Van Kesteren","Dave Van Kesteren"
"968.12","INDU","39","2","2007-10-31","Member","Robert","Vincent","Robert Vincent"
"969.1","INDU","39","2","2007-11-13","Chair","James","Rajotte","James Rajotte"
"969.2","INDU","39","2","2007-11-13","Co-chair","Dan","McTeague","Dan McTeague"
"969.3","INDU","39","2","2007-11-13","Co-chair","Paule","Brunelle","Paule Brunelle"
"969.4","INDU","39","2","2007-11-13","Member","André","Arthur","André Arthur"
"969.5","INDU","39","2","2007-11-13","Member","Scott","Brison","Scott Brison"
"969.6","INDU","39","2","2007-11-13","Member","Colin","Carrie","Colin Carrie"
"969.7","INDU","39","2","2007-11-13","Member","Mark","Eyking","Mark Eyking"
"969.8","INDU","39","2","2007-11-13","Member","Peggy","Nash","Peggy Nash"
"969.9","INDU","39","2","2007-11-13","Member","Raymond","Simard","Raymond Simard"
"969.10","INDU","39","2","2007-11-13","Member","Bruce","Stanton","Bruce Stanton"
"969.11","INDU","39","2","2007-11-13","Member","Dave","Van Kesteren","Dave Van Kesteren"
"969.12","INDU","39","2","2007-11-13","Member","Robert","Vincent","Robert Vincent"
"970.1","INDU","39","2","2008-09-07","Chair","James","Rajotte","James Rajotte"
"970.2","INDU","39","2","2008-09-07","Co-chair","Dan","McTeague","Dan McTeague"
"970.3","INDU","39","2","2008-09-07","Co-chair","Paule","Brunelle","Paule Brunelle"
"970.4","INDU","39","2","2008-09-07","Member","André","Arthur","André Arthur"
"970.5","INDU","39","2","2008-09-07","Member","Scott","Brison","Scott Brison"
"970.6","INDU","39","2","2008-09-07","Member","Colin","Carrie","Colin Carrie"
"970.7","INDU","39","2","2008-09-07","Member","Mark","Eyking","Mark Eyking"
"970.8","INDU","39","2","2008-09-07","Member","Peggy","Nash","Peggy Nash"
"970.9","INDU","39","2","2008-09-07","Member","Raymond","Simard","Raymond Simard"
"970.10","INDU","39","2","2008-09-07","Member","Bruce","Stanton","Bruce Stanton"
"970.11","INDU","39","2","2008-09-07","Member","Dave","Van Kesteren","Dave Van Kesteren"
"970.12","INDU","39","2","2008-09-07","Member","Robert","Vincent","Robert Vincent"
"971.1","INDU","40","2","2009-01-27","Chair","Michael D.","Chong","Michael D. Chong"
"971.2","INDU","40","2","2009-01-27","Co-chair","Anthony","Rota","Anthony Rota"
"971.3","INDU","40","2","2009-01-27","Co-chair","Robert","Bouchard","Robert Bouchard"
"971.4","INDU","40","2","2009-01-27","Member","Gordon","Brown","Gordon Brown"
"971.5","INDU","40","2","2009-01-27","Member","Siobhan","Coady","Siobhan Coady"
"971.6","INDU","40","2","2009-01-27","Member","Marc","Garneau","Marc Garneau"
"971.7","INDU","40","2","2009-01-27","Member","Mike","Lake","Mike Lake"
"971.8","INDU","40","2","2009-01-27","Member","Brian","Masse","Brian Masse"
"971.9","INDU","40","2","2009-01-27","Member","Dave","Van Kesteren","Dave Van Kesteren"
"971.10","INDU","40","2","2009-01-27","Member","Robert","Vincent","Robert Vincent"
"971.11","INDU","40","2","2009-01-27","Member","Mike","Wallace","Mike Wallace"
"971.12","INDU","40","2","2009-01-27","Member","Chris","Warkentin","Chris Warkentin"
"972.1","INDU","40","2","2009-02-05","Chair","Michael D.","Chong","Michael D. Chong"
"972.2","INDU","40","2","2009-02-05","Co-chair","Anthony","Rota","Anthony Rota"
"972.3","INDU","40","2","2009-02-05","Co-chair","Robert","Bouchard","Robert Bouchard"
"972.4","INDU","40","2","2009-02-05","Member","Gordon","Brown","Gordon Brown"
"972.5","INDU","40","2","2009-02-05","Member","Siobhan","Coady","Siobhan Coady"
"972.6","INDU","40","2","2009-02-05","Member","Marc","Garneau","Marc Garneau"
"972.7","INDU","40","2","2009-02-05","Member","Mike","Lake","Mike Lake"
"972.8","INDU","40","2","2009-02-05","Member","Brian","Masse","Brian Masse"
"972.9","INDU","40","2","2009-02-05","Member","Dave","Van Kesteren","Dave Van Kesteren"
"972.10","INDU","40","2","2009-02-05","Member","Robert","Vincent","Robert Vincent"
"972.11","INDU","40","2","2009-02-05","Member","Mike","Wallace","Mike Wallace"
"972.12","INDU","40","2","2009-02-05","Member","Chris","Warkentin","Chris Warkentin"
"973.1","INDU","40","2","2009-02-11","Chair","Michael D.","Chong","Michael D. Chong"
"973.2","INDU","40","2","2009-02-11","Co-chair","Anthony","Rota","Anthony Rota"
"973.3","INDU","40","2","2009-02-11","Co-chair","Robert","Bouchard","Robert Bouchard"
"973.4","INDU","40","2","2009-02-11","Member","Gordon","Brown","Gordon Brown"
"973.5","INDU","40","2","2009-02-11","Member","Siobhan","Coady","Siobhan Coady"
"973.6","INDU","40","2","2009-02-11","Member","Marc","Garneau","Marc Garneau"
"973.7","INDU","40","2","2009-02-11","Member","Mike","Lake","Mike Lake"
"973.8","INDU","40","2","2009-02-11","Member","Brian","Masse","Brian Masse"
"973.9","INDU","40","2","2009-02-11","Member","Dave","Van Kesteren","Dave Van Kesteren"
"973.10","INDU","40","2","2009-02-11","Member","Robert","Vincent","Robert Vincent"
"973.11","INDU","40","2","2009-02-11","Member","Mike","Wallace","Mike Wallace"
"973.12","INDU","40","2","2009-02-11","Member","Chris","Warkentin","Chris Warkentin"
"974.1","INDU","40","2","2009-09-28","Chair","Michael D.","Chong","Michael D. Chong"
"974.2","INDU","40","2","2009-09-28","Co-chair","Anthony","Rota","Anthony Rota"
"974.3","INDU","40","2","2009-09-28","Co-chair","Robert","Bouchard","Robert Bouchard"
"974.4","INDU","40","2","2009-09-28","Member","Gordon","Brown","Gordon Brown"
"974.5","INDU","40","2","2009-09-28","Member","Siobhan","Coady","Siobhan Coady"
"974.6","INDU","40","2","2009-09-28","Member","Marc","Garneau","Marc Garneau"
"974.7","INDU","40","2","2009-09-28","Member","Mike","Lake","Mike Lake"
"974.8","INDU","40","2","2009-09-28","Member","Brian","Masse","Brian Masse"
"974.9","INDU","40","2","2009-09-28","Member","Dave","Van Kesteren","Dave Van Kesteren"
"974.10","INDU","40","2","2009-09-28","Member","Robert","Vincent","Robert Vincent"
"974.11","INDU","40","2","2009-09-28","Member","Mike","Wallace","Mike Wallace"
"974.12","INDU","40","2","2009-09-28","Member","Chris","Warkentin","Chris Warkentin"
"975.1","INDU","40","2","2009-09-30","Chair","Michael D.","Chong","Michael D. Chong"
"975.2","INDU","40","2","2009-09-30","Co-chair","Anthony","Rota","Anthony Rota"
"975.3","INDU","40","2","2009-09-30","Co-chair","Robert","Bouchard","Robert Bouchard"
"975.4","INDU","40","2","2009-09-30","Member","Gordon","Brown","Gordon Brown"
"975.5","INDU","40","2","2009-09-30","Member","Siobhan","Coady","Siobhan Coady"
"975.6","INDU","40","2","2009-09-30","Member","Marc","Garneau","Marc Garneau"
"975.7","INDU","40","2","2009-09-30","Member","Mike","Lake","Mike Lake"
"975.8","INDU","40","2","2009-09-30","Member","Brian","Masse","Brian Masse"
"975.9","INDU","40","2","2009-09-30","Member","Dave","Van Kesteren","Dave Van Kesteren"
"975.10","INDU","40","2","2009-09-30","Member","Robert","Vincent","Robert Vincent"
"975.11","INDU","40","2","2009-09-30","Member","Mike","Wallace","Mike Wallace"
"975.12","INDU","40","2","2009-09-30","Member","Chris","Warkentin","Chris Warkentin"
"976.1","INDU","40","2","2009-12-30","Chair","Michael D.","Chong","Michael D. Chong"
"976.2","INDU","40","2","2009-12-30","Co-chair","Anthony","Rota","Anthony Rota"
"976.3","INDU","40","2","2009-12-30","Co-chair","Robert","Bouchard","Robert Bouchard"
"976.4","INDU","40","2","2009-12-30","Member","Gordon","Brown","Gordon Brown"
"976.5","INDU","40","2","2009-12-30","Member","Siobhan","Coady","Siobhan Coady"
"976.6","INDU","40","2","2009-12-30","Member","Marc","Garneau","Marc Garneau"
"976.7","INDU","40","2","2009-12-30","Member","Mike","Lake","Mike Lake"
"976.8","INDU","40","2","2009-12-30","Member","Brian","Masse","Brian Masse"
"976.9","INDU","40","2","2009-12-30","Member","Dave","Van Kesteren","Dave Van Kesteren"
"976.10","INDU","40","2","2009-12-30","Member","Robert","Vincent","Robert Vincent"
"976.11","INDU","40","2","2009-12-30","Member","Mike","Wallace","Mike Wallace"
"976.12","INDU","40","2","2009-12-30","Member","Chris","Warkentin","Chris Warkentin"
"977.1","INDU","40","3","2010-03-04","Chair","David","Sweet","David Sweet"
"977.2","INDU","40","3","2010-03-04","Co-chair","Dan","McTeague","Dan McTeague"
"977.3","INDU","40","3","2010-03-04","Co-chair","Robert","Bouchard","Robert Bouchard"
"977.4","INDU","40","3","2010-03-04","Member","Peter","Braid","Peter Braid"
"977.5","INDU","40","3","2010-03-04","Member","Serge","Cardin","Serge Cardin"
"977.6","INDU","40","3","2010-03-04","Member","Marc","Garneau","Marc Garneau"
"977.7","INDU","40","3","2010-03-04","Member","Bernard","Généreux","Bernard Généreux"
"977.8","INDU","40","3","2010-03-04","Member","Mike","Lake","Mike Lake"
"977.9","INDU","40","3","2010-03-04","Member","Brian","Masse","Brian Masse"
"977.10","INDU","40","3","2010-03-04","Member","Anthony","Rota","Anthony Rota"
"977.11","INDU","40","3","2010-03-04","Member","Dave","Van Kesteren","Dave Van Kesteren"
"977.12","INDU","40","3","2010-03-04","Member","Mike","Wallace","Mike Wallace"
"978.1","INDU","40","3","2010-03-09","Chair","David","Sweet","David Sweet"
"978.2","INDU","40","3","2010-03-09","Co-chair","Dan","McTeague","Dan McTeague"
"978.3","INDU","40","3","2010-03-09","Co-chair","Robert","Bouchard","Robert Bouchard"
"978.4","INDU","40","3","2010-03-09","Member","Peter","Braid","Peter Braid"
"978.5","INDU","40","3","2010-03-09","Member","Serge","Cardin","Serge Cardin"
"978.6","INDU","40","3","2010-03-09","Member","Marc","Garneau","Marc Garneau"
"978.7","INDU","40","3","2010-03-09","Member","Bernard","Généreux","Bernard Généreux"
"978.8","INDU","40","3","2010-03-09","Member","Mike","Lake","Mike Lake"
"978.9","INDU","40","3","2010-03-09","Member","Brian","Masse","Brian Masse"
"978.10","INDU","40","3","2010-03-09","Member","Anthony","Rota","Anthony Rota"
"978.11","INDU","40","3","2010-03-09","Member","Dave","Van Kesteren","Dave Van Kesteren"
"978.12","INDU","40","3","2010-03-09","Member","Mike","Wallace","Mike Wallace"
"979.1","INDU","40","3","2010-09-27","Chair","David","Sweet","David Sweet"
"979.2","INDU","40","3","2010-09-27","Co-chair","Dan","McTeague","Dan McTeague"
"979.3","INDU","40","3","2010-09-27","Co-chair","Robert","Bouchard","Robert Bouchard"
"979.4","INDU","40","3","2010-09-27","Member","Peter","Braid","Peter Braid"
"979.5","INDU","40","3","2010-09-27","Member","Serge","Cardin","Serge Cardin"
"979.6","INDU","40","3","2010-09-27","Member","Marc","Garneau","Marc Garneau"
"979.7","INDU","40","3","2010-09-27","Member","Bernard","Généreux","Bernard Généreux"
"979.8","INDU","40","3","2010-09-27","Member","Mike","Lake","Mike Lake"
"979.9","INDU","40","3","2010-09-27","Member","Brian","Masse","Brian Masse"
"979.10","INDU","40","3","2010-09-27","Member","Anthony","Rota","Anthony Rota"
"979.11","INDU","40","3","2010-09-27","Member","Dave","Van Kesteren","Dave Van Kesteren"
"979.12","INDU","40","3","2010-09-27","Member","Mike","Wallace","Mike Wallace"
"980.1","INDU","40","3","2010-09-30","Chair","David","Sweet","David Sweet"
"980.2","INDU","40","3","2010-09-30","Co-chair","Dan","McTeague","Dan McTeague"
"980.3","INDU","40","3","2010-09-30","Co-chair","Robert","Bouchard","Robert Bouchard"
"980.4","INDU","40","3","2010-09-30","Member","Peter","Braid","Peter Braid"
"980.5","INDU","40","3","2010-09-30","Member","Serge","Cardin","Serge Cardin"
"980.6","INDU","40","3","2010-09-30","Member","Marc","Garneau","Marc Garneau"
"980.7","INDU","40","3","2010-09-30","Member","Bernard","Généreux","Bernard Généreux"
"980.8","INDU","40","3","2010-09-30","Member","Mike","Lake","Mike Lake"
"980.9","INDU","40","3","2010-09-30","Member","Brian","Masse","Brian Masse"
"980.10","INDU","40","3","2010-09-30","Member","Anthony","Rota","Anthony Rota"
"980.11","INDU","40","3","2010-09-30","Member","Dave","Van Kesteren","Dave Van Kesteren"
"980.12","INDU","40","3","2010-09-30","Member","Mike","Wallace","Mike Wallace"
"981.1","INDU","40","3","2011-02-03","Chair","David","Sweet","David Sweet"
"981.2","INDU","40","3","2011-02-03","Co-chair","Dan","McTeague","Dan McTeague"
"981.3","INDU","40","3","2011-02-03","Co-chair","Robert","Bouchard","Robert Bouchard"
"981.4","INDU","40","3","2011-02-03","Member","Peter","Braid","Peter Braid"
"981.5","INDU","40","3","2011-02-03","Member","Serge","Cardin","Serge Cardin"
"981.6","INDU","40","3","2011-02-03","Member","Marc","Garneau","Marc Garneau"
"981.7","INDU","40","3","2011-02-03","Member","Bernard","Généreux","Bernard Généreux"
"981.8","INDU","40","3","2011-02-03","Member","Mike","Lake","Mike Lake"
"981.9","INDU","40","3","2011-02-03","Member","Brian","Masse","Brian Masse"
"981.10","INDU","40","3","2011-02-03","Member","Anthony","Rota","Anthony Rota"
"981.11","INDU","40","3","2011-02-03","Member","Dave","Van Kesteren","Dave Van Kesteren"
"981.12","INDU","40","3","2011-02-03","Member","Mike","Wallace","Mike Wallace"
"982.1","INDU","40","3","2011-03-26","Chair","David","Sweet","David Sweet"
"982.2","INDU","40","3","2011-03-26","Co-chair","Dan","McTeague","Dan McTeague"
"982.3","INDU","40","3","2011-03-26","Co-chair","Robert","Bouchard","Robert Bouchard"
"982.4","INDU","40","3","2011-03-26","Member","Peter","Braid","Peter Braid"
"982.5","INDU","40","3","2011-03-26","Member","Serge","Cardin","Serge Cardin"
"982.6","INDU","40","3","2011-03-26","Member","Marc","Garneau","Marc Garneau"
"982.7","INDU","40","3","2011-03-26","Member","Bernard","Généreux","Bernard Généreux"
"982.8","INDU","40","3","2011-03-26","Member","Mike","Lake","Mike Lake"
"982.9","INDU","40","3","2011-03-26","Member","Brian","Masse","Brian Masse"
"982.10","INDU","40","3","2011-03-26","Member","Anthony","Rota","Anthony Rota"
"982.11","INDU","40","3","2011-03-26","Member","Dave","Van Kesteren","Dave Van Kesteren"
"982.12","INDU","40","3","2011-03-26","Member","Mike","Wallace","Mike Wallace"
"983.1","INDU","41","1","2011-06-13","Chair","David","Sweet","David Sweet"
"983.2","INDU","41","1","2011-06-13","Co-chair","Hélène","LeBlanc","Hélène LeBlanc"
"983.3","INDU","41","1","2011-06-13","Co-chair","Geoff","Regan","Geoff Regan"
"983.4","INDU","41","1","2011-06-13","Member","Peter","Braid","Peter Braid"
"983.5","INDU","41","1","2011-06-13","Member","John","Carmichael","John Carmichael"
"983.6","INDU","41","1","2011-06-13","Member","Cheryl","Gallant","Cheryl Gallant"
"983.7","INDU","41","1","2011-06-13","Member","Dan","Harris","Dan Harris"
"983.8","INDU","41","1","2011-06-13","Member","Mike","Lake","Mike Lake"
"983.9","INDU","41","1","2011-06-13","Member","Phil","McColeman","Phil McColeman"
"983.10","INDU","41","1","2011-06-13","Member","Kennedy","Stewart","Kennedy Stewart"
"983.11","INDU","41","1","2011-06-13","Member","Glenn","Thibeault","Glenn Thibeault"
"983.12","INDU","41","1","2011-06-13","Member","Mark","Warawa","Mark Warawa"
"984.1","INDU","41","1","2011-06-15","Chair","David","Sweet","David Sweet"
"984.2","INDU","41","1","2011-06-15","Co-chair","Hélène","LeBlanc","Hélène LeBlanc"
"984.3","INDU","41","1","2011-06-15","Co-chair","Geoff","Regan","Geoff Regan"
"984.4","INDU","41","1","2011-06-15","Member","Peter","Braid","Peter Braid"
"984.5","INDU","41","1","2011-06-15","Member","John","Carmichael","John Carmichael"
"984.6","INDU","41","1","2011-06-15","Member","Cheryl","Gallant","Cheryl Gallant"
"984.7","INDU","41","1","2011-06-15","Member","Dan","Harris","Dan Harris"
"984.8","INDU","41","1","2011-06-15","Member","Mike","Lake","Mike Lake"
"984.9","INDU","41","1","2011-06-15","Member","Phil","McColeman","Phil McColeman"
"984.10","INDU","41","1","2011-06-15","Member","Kennedy","Stewart","Kennedy Stewart"
"984.11","INDU","41","1","2011-06-15","Member","Glenn","Thibeault","Glenn Thibeault"
"984.12","INDU","41","1","2011-06-15","Member","Mark","Warawa","Mark Warawa"
"985.1","INDU","41","1","2011-09-20","Chair","David","Sweet","David Sweet"
"985.2","INDU","41","1","2011-09-20","Co-chair","Hélène","LeBlanc","Hélène LeBlanc"
"985.3","INDU","41","1","2011-09-20","Co-chair","Geoff","Regan","Geoff Regan"
"985.4","INDU","41","1","2011-09-20","Member","Peter","Braid","Peter Braid"
"985.5","INDU","41","1","2011-09-20","Member","John","Carmichael","John Carmichael"
"985.6","INDU","41","1","2011-09-20","Member","Cheryl","Gallant","Cheryl Gallant"
"985.7","INDU","41","1","2011-09-20","Member","Dan","Harris","Dan Harris"
"985.8","INDU","41","1","2011-09-20","Member","Mike","Lake","Mike Lake"
"985.9","INDU","41","1","2011-09-20","Member","Phil","McColeman","Phil McColeman"
"985.10","INDU","41","1","2011-09-20","Member","Kennedy","Stewart","Kennedy Stewart"
"985.11","INDU","41","1","2011-09-20","Member","Glenn","Thibeault","Glenn Thibeault"
"985.12","INDU","41","1","2011-09-20","Member","Mark","Warawa","Mark Warawa"
"986.1","INDU","41","1","2011-11-02","Chair","David","Sweet","David Sweet"
"986.2","INDU","41","1","2011-11-02","Co-chair","Hélène","LeBlanc","Hélène LeBlanc"
"986.3","INDU","41","1","2011-11-02","Co-chair","Geoff","Regan","Geoff Regan"
"986.4","INDU","41","1","2011-11-02","Member","Peter","Braid","Peter Braid"
"986.5","INDU","41","1","2011-11-02","Member","John","Carmichael","John Carmichael"
"986.6","INDU","41","1","2011-11-02","Member","Cheryl","Gallant","Cheryl Gallant"
"986.7","INDU","41","1","2011-11-02","Member","Dan","Harris","Dan Harris"
"986.8","INDU","41","1","2011-11-02","Member","Mike","Lake","Mike Lake"
"986.9","INDU","41","1","2011-11-02","Member","Phil","McColeman","Phil McColeman"
"986.10","INDU","41","1","2011-11-02","Member","Kennedy","Stewart","Kennedy Stewart"
"986.11","INDU","41","1","2011-11-02","Member","Glenn","Thibeault","Glenn Thibeault"
"986.12","INDU","41","1","2011-11-02","Member","Mark","Warawa","Mark Warawa"
"987.1","INDU","41","1","2011-11-23","Chair","David","Sweet","David Sweet"
"987.2","INDU","41","1","2011-11-23","Co-chair","Hélène","LeBlanc","Hélène LeBlanc"
"987.3","INDU","41","1","2011-11-23","Co-chair","Geoff","Regan","Geoff Regan"
"987.4","INDU","41","1","2011-11-23","Member","Peter","Braid","Peter Braid"
"987.5","INDU","41","1","2011-11-23","Member","John","Carmichael","John Carmichael"
"987.6","INDU","41","1","2011-11-23","Member","Cheryl","Gallant","Cheryl Gallant"
"987.7","INDU","41","1","2011-11-23","Member","Dan","Harris","Dan Harris"
"987.8","INDU","41","1","2011-11-23","Member","Mike","Lake","Mike Lake"
"987.9","INDU","41","1","2011-11-23","Member","Phil","McColeman","Phil McColeman"
"987.10","INDU","41","1","2011-11-23","Member","Kennedy","Stewart","Kennedy Stewart"
"987.11","INDU","41","1","2011-11-23","Member","Glenn","Thibeault","Glenn Thibeault"
"987.12","INDU","41","1","2011-11-23","Member","Mark","Warawa","Mark Warawa"
"988.1","INDU","41","1","2012-04-23","Chair","David","Sweet","David Sweet"
"988.2","INDU","41","1","2012-04-23","Co-chair","Hélène","LeBlanc","Hélène LeBlanc"
"988.3","INDU","41","1","2012-04-23","Co-chair","Geoff","Regan","Geoff Regan"
"988.4","INDU","41","1","2012-04-23","Member","Peter","Braid","Peter Braid"
"988.5","INDU","41","1","2012-04-23","Member","John","Carmichael","John Carmichael"
"988.6","INDU","41","1","2012-04-23","Member","Cheryl","Gallant","Cheryl Gallant"
"988.7","INDU","41","1","2012-04-23","Member","Dan","Harris","Dan Harris"
"988.8","INDU","41","1","2012-04-23","Member","Mike","Lake","Mike Lake"
"988.9","INDU","41","1","2012-04-23","Member","Phil","McColeman","Phil McColeman"
"988.10","INDU","41","1","2012-04-23","Member","Kennedy","Stewart","Kennedy Stewart"
"988.11","INDU","41","1","2012-04-23","Member","Glenn","Thibeault","Glenn Thibeault"
"988.12","INDU","41","1","2012-04-23","Member","Mark","Warawa","Mark Warawa"
"989.1","INDU","41","1","2012-04-24","Chair","David","Sweet","David Sweet"
"989.2","INDU","41","1","2012-04-24","Co-chair","Hélène","LeBlanc","Hélène LeBlanc"
"989.3","INDU","41","1","2012-04-24","Co-chair","Geoff","Regan","Geoff Regan"
"989.4","INDU","41","1","2012-04-24","Member","Peter","Braid","Peter Braid"
"989.5","INDU","41","1","2012-04-24","Member","John","Carmichael","John Carmichael"
"989.6","INDU","41","1","2012-04-24","Member","Cheryl","Gallant","Cheryl Gallant"
"989.7","INDU","41","1","2012-04-24","Member","Dan","Harris","Dan Harris"
"989.8","INDU","41","1","2012-04-24","Member","Mike","Lake","Mike Lake"
"989.9","INDU","41","1","2012-04-24","Member","Phil","McColeman","Phil McColeman"
"989.10","INDU","41","1","2012-04-24","Member","Kennedy","Stewart","Kennedy Stewart"
"989.11","INDU","41","1","2012-04-24","Member","Glenn","Thibeault","Glenn Thibeault"
"989.12","INDU","41","1","2012-04-24","Member","Mark","Warawa","Mark Warawa"
"990.1","INDU","41","1","2012-09-20","Chair","David","Sweet","David Sweet"
"990.2","INDU","41","1","2012-09-20","Co-chair","Hélène","LeBlanc","Hélène LeBlanc"
"990.3","INDU","41","1","2012-09-20","Co-chair","Geoff","Regan","Geoff Regan"
"990.4","INDU","41","1","2012-09-20","Member","Peter","Braid","Peter Braid"
"990.5","INDU","41","1","2012-09-20","Member","John","Carmichael","John Carmichael"
"990.6","INDU","41","1","2012-09-20","Member","Cheryl","Gallant","Cheryl Gallant"
