"","committee_acronym","parliament_number","session_number","date_change","position","full_name"
"192.401","REGS","41","1","2012-10-03","Associate Member","Robert Goguen"
"192.411","REGS","41","1","2012-10-03","Associate Member","Jacques Gourde"
"192.42","REGS","41","1","2012-10-03","Associate Member","Nina Grewal"
"192.43","REGS","41","1","2012-10-03","Associate Member","Richard Harris"
"192.44","REGS","41","1","2012-10-03","Associate Member","Laurie Hawn"
"192.45","REGS","41","1","2012-10-03","Associate Member","Bryan Hayes"
"192.46","REGS","41","1","2012-10-03","Associate Member","Russ Hiebert"
"192.47","REGS","41","1","2012-10-03","Associate Member","Jim Hillyer"
"192.48","REGS","41","1","2012-10-03","Associate Member","Randy Hoback"
"192.49","REGS","41","1","2012-10-03","Associate Member","Ed Holder"
"192.50","REGS","41","1","2012-10-03","Associate Member","Roxanne James"
"192.51","REGS","41","1","2012-10-03","Associate Member","Brian Jean"
"192.52","REGS","41","1","2012-10-03","Associate Member","Randy Kamp"
"192.53","REGS","41","1","2012-10-03","Associate Member","Gerald Keddy"
"192.54","REGS","41","1","2012-10-03","Associate Member","Greg Kerr"
"192.55","REGS","41","1","2012-10-03","Associate Member","Ed Komarnicki"
"192.56","REGS","41","1","2012-10-03","Associate Member","Daryl Kramp"
"192.57","REGS","41","1","2012-10-03","Associate Member","Mike Lake"
"192.58","REGS","41","1","2012-10-03","Associate Member","Guy Lauzon"
"192.59","REGS","41","1","2012-10-03","Associate Member","Ryan Leef"
"192.60","REGS","41","1","2012-10-03","Associate Member","Kellie Leitch"
"192.61","REGS","41","1","2012-10-03","Associate Member","Pierre Lemieux"
"192.62","REGS","41","1","2012-10-03","Associate Member","Chungsen Leung"
"192.63","REGS","41","1","2012-10-03","Associate Member","Wladyslaw Lizon"
"192.64","REGS","41","1","2012-10-03","Associate Member","Ben Lobb"
"192.65","REGS","41","1","2012-10-03","Associate Member","Tom Lukiwski"
"192.66","REGS","41","1","2012-10-03","Associate Member","James Lunney"
"192.67","REGS","41","1","2012-10-03","Associate Member","Dave MacKenzie"
"192.68","REGS","41","1","2012-10-03","Associate Member","Colin Mayes"
"192.69","REGS","41","1","2012-10-03","Associate Member","Phil McColeman"
"192.70","REGS","41","1","2012-10-03","Associate Member","Cathy McLeod"
"192.71","REGS","41","1","2012-10-03","Associate Member","Costas Menegakis"
"192.72","REGS","41","1","2012-10-03","Associate Member","Rob Merrifield"
"192.73","REGS","41","1","2012-10-03","Associate Member","Larry Miller"
"192.74","REGS","41","1","2012-10-03","Associate Member","Rob Moore"
"192.75","REGS","41","1","2012-10-03","Associate Member","Rick Norlock"
"192.76","REGS","41","1","2012-10-03","Associate Member","Deepak Obhrai"
"192.77","REGS","41","1","2012-10-03","Associate Member","Tilly O'Neill Gordon"
"192.78","REGS","41","1","2012-10-03","Associate Member","Ted Opitz"
"192.79","REGS","41","1","2012-10-03","Associate Member","LaVar Payne"
"192.80","REGS","41","1","2012-10-03","Associate Member","Pierre Poilievre"
"192.81","REGS","41","1","2012-10-03","Associate Member","Joe Preston"
"192.82","REGS","41","1","2012-10-03","Associate Member","James Rajotte"
"192.83","REGS","41","1","2012-10-03","Associate Member","Brent Rathgeber"
"192.84","REGS","41","1","2012-10-03","Associate Member","Scott Reid"
"192.85","REGS","41","1","2012-10-03","Associate Member","Michelle Rempel"
"192.86","REGS","41","1","2012-10-03","Associate Member","Blake Richards"
"192.87","REGS","41","1","2012-10-03","Associate Member","Greg Rickford"
"192.88","REGS","41","1","2012-10-03","Associate Member","Gary Schellenberger"
"192.89","REGS","41","1","2012-10-03","Associate Member","Kyle Seeback"
"192.90","REGS","41","1","2012-10-03","Associate Member","Bev Shipley"
"192.91","REGS","41","1","2012-10-03","Associate Member","Devinder Shory"
"192.92","REGS","41","1","2012-10-03","Associate Member","Joy Smith"
"192.93","REGS","41","1","2012-10-03","Associate Member","Robert Sopuck"
"192.94","REGS","41","1","2012-10-03","Associate Member","Kevin Sorenson"
"192.95","REGS","41","1","2012-10-03","Associate Member","Brian Storseth"
"192.96","REGS","41","1","2012-10-03","Associate Member","Mark Strahl"
"192.97","REGS","41","1","2012-10-03","Associate Member","David Sweet"
"192.98","REGS","41","1","2012-10-03","Associate Member","David Tilson"
"192.99","REGS","41","1","2012-10-03","Associate Member","Lawrence Toet"
"192.100","REGS","41","1","2012-10-03","Associate Member","Brad Trost"
"192.101","REGS","41","1","2012-10-03","Associate Member","Bernard Trottier"
"192.102","REGS","41","1","2012-10-03","Associate Member","Susan Truppe"
"192.103","REGS","41","1","2012-10-03","Associate Member","Merv Tweed"
"192.104","REGS","41","1","2012-10-03","Associate Member","Dave Van Kesteren"
"192.105","REGS","41","1","2012-10-03","Associate Member","Mike Wallace"
"192.106","REGS","41","1","2012-10-03","Associate Member","Mark Warawa"
"192.107","REGS","41","1","2012-10-03","Associate Member","Chris Warkentin"
"192.108","REGS","41","1","2012-10-03","Associate Member","Jeff Watson"
"192.109","REGS","41","1","2012-10-03","Associate Member","John Weston"
"192.110","REGS","41","1","2012-10-03","Associate Member","Rodney Weston"
"192.111","REGS","41","1","2012-10-03","Associate Member","David Wilks"
"192.112","REGS","41","1","2012-10-03","Associate Member","John Williamson"
"192.113","REGS","41","1","2012-10-03","Associate Member","Stephen Woodworth"
"192.114","REGS","41","1","2012-10-03","Associate Member","Terence Young"
"192.115","REGS","41","1","2012-10-03","Associate Member","Wai Young"
"192.116","REGS","41","1","2012-10-03","Associate Member","Bob Zimmer"
"192.117","REGS","41","1","2012-10-03","Associate Member","Sean Casey"
"192.118","REGS","41","1","2012-10-03","Associate Member","Irwin Cotler"
"192.119","REGS","41","1","2012-10-03","Associate Member","David McGuinty"
"192.120","REGS","41","1","2012-10-03","Associate Member","Sana Hassainia"
"192.121","REGS","41","1","2012-10-03","Associate Member","Peter Julian"
"193.122","REGS","41","1","2012-10-04","Associate Member","Eve Adams"
"193.210","REGS","41","1","2012-10-04","Associate Member","Mark Adler"
"193.310","REGS","41","1","2012-10-04","Associate Member","Harold Albrecht"
"193.410","REGS","41","1","2012-10-04","Associate Member","Chris Alexander"
"193.510","REGS","41","1","2012-10-04","Associate Member","Mike Allen"
"193.610","REGS","41","1","2012-10-04","Associate Member","Dean Allison"
"193.710","REGS","41","1","2012-10-04","Associate Member","Stella Ambler"
"193.810","REGS","41","1","2012-10-04","Associate Member","David Anderson"
"193.910","REGS","41","1","2012-10-04","Associate Member","Scott Armstrong"
"193.1010","REGS","41","1","2012-10-04","Associate Member","Jay Aspin"
"193.1110","REGS","41","1","2012-10-04","Associate Member","Joyce Bateman"
"193.123","REGS","41","1","2012-10-04","Associate Member","Leon Benoit"
"193.131","REGS","41","1","2012-10-04","Associate Member","Candice Bergen"
"193.141","REGS","41","1","2012-10-04","Associate Member","James Bezan"
"193.151","REGS","41","1","2012-10-04","Associate Member","Kelly Block"
"193.161","REGS","41","1","2012-10-04","Associate Member","Peter Braid"
"193.171","REGS","41","1","2012-10-04","Associate Member","Gordon Brown"
"193.181","REGS","41","1","2012-10-04","Associate Member","Lois Brown"
"193.191","REGS","41","1","2012-10-04","Associate Member","Rod Bruinooge"
"193.201","REGS","41","1","2012-10-04","Associate Member","Brad Butt"
"193.211","REGS","41","1","2012-10-04","Associate Member","Paul Calandra"
"193.221","REGS","41","1","2012-10-04","Associate Member","Blaine Calkins"
"193.231","REGS","41","1","2012-10-04","Associate Member","Ron Cannan"
"193.241","REGS","41","1","2012-10-04","Associate Member","John Carmichael"
"193.251","REGS","41","1","2012-10-04","Associate Member","Colin Carrie"
"193.261","REGS","41","1","2012-10-04","Associate Member","Corneliu Chisu"
"193.271","REGS","41","1","2012-10-04","Associate Member","Michael Chong"
"193.281","REGS","41","1","2012-10-04","Associate Member","Rob Clarke"
"193.291","REGS","41","1","2012-10-04","Associate Member","Joe Daniel"
"193.301","REGS","41","1","2012-10-04","Associate Member","Patricia Davidson"
"193.311","REGS","41","1","2012-10-04","Associate Member","Bob Dechert"
"193.321","REGS","41","1","2012-10-04","Associate Member","Dean Del Mastro"
"193.331","REGS","41","1","2012-10-04","Associate Member","Earl Dreeshen"
"193.341","REGS","41","1","2012-10-04","Associate Member","Rick Dykstra"
"193.351","REGS","41","1","2012-10-04","Associate Member","Kerry-Lynne D. Findlay"
"193.361","REGS","41","1","2012-10-04","Associate Member","Royal Galipeau"
"193.371","REGS","41","1","2012-10-04","Associate Member","Cheryl Gallant"
"193.381","REGS","41","1","2012-10-04","Associate Member","Parm Gill"
"193.391","REGS","41","1","2012-10-04","Associate Member","Shelly Glover"
"193.401","REGS","41","1","2012-10-04","Associate Member","Robert Goguen"
"193.411","REGS","41","1","2012-10-04","Associate Member","Jacques Gourde"
"193.42","REGS","41","1","2012-10-04","Associate Member","Nina Grewal"
"193.43","REGS","41","1","2012-10-04","Associate Member","Richard Harris"
"193.44","REGS","41","1","2012-10-04","Associate Member","Laurie Hawn"
"193.45","REGS","41","1","2012-10-04","Associate Member","Bryan Hayes"
"193.46","REGS","41","1","2012-10-04","Associate Member","Russ Hiebert"
"193.47","REGS","41","1","2012-10-04","Associate Member","Jim Hillyer"
"193.48","REGS","41","1","2012-10-04","Associate Member","Randy Hoback"
"193.49","REGS","41","1","2012-10-04","Associate Member","Ed Holder"
"193.50","REGS","41","1","2012-10-04","Associate Member","Roxanne James"
"193.51","REGS","41","1","2012-10-04","Associate Member","Brian Jean"
"193.52","REGS","41","1","2012-10-04","Associate Member","Randy Kamp"
"193.53","REGS","41","1","2012-10-04","Associate Member","Gerald Keddy"
"193.54","REGS","41","1","2012-10-04","Associate Member","Greg Kerr"
"193.55","REGS","41","1","2012-10-04","Associate Member","Ed Komarnicki"
"193.56","REGS","41","1","2012-10-04","Associate Member","Daryl Kramp"
"193.57","REGS","41","1","2012-10-04","Associate Member","Mike Lake"
"193.58","REGS","41","1","2012-10-04","Associate Member","Guy Lauzon"
"193.59","REGS","41","1","2012-10-04","Associate Member","Ryan Leef"
"193.60","REGS","41","1","2012-10-04","Associate Member","Kellie Leitch"
"193.61","REGS","41","1","2012-10-04","Associate Member","Pierre Lemieux"
"193.62","REGS","41","1","2012-10-04","Associate Member","Chungsen Leung"
"193.63","REGS","41","1","2012-10-04","Associate Member","Wladyslaw Lizon"
"193.64","REGS","41","1","2012-10-04","Associate Member","Ben Lobb"
"193.65","REGS","41","1","2012-10-04","Associate Member","Tom Lukiwski"
"193.66","REGS","41","1","2012-10-04","Associate Member","James Lunney"
"193.67","REGS","41","1","2012-10-04","Associate Member","Dave MacKenzie"
"193.68","REGS","41","1","2012-10-04","Associate Member","Colin Mayes"
"193.69","REGS","41","1","2012-10-04","Associate Member","Phil McColeman"
"193.70","REGS","41","1","2012-10-04","Associate Member","Cathy McLeod"
"193.71","REGS","41","1","2012-10-04","Associate Member","Costas Menegakis"
"193.72","REGS","41","1","2012-10-04","Associate Member","Rob Merrifield"
"193.73","REGS","41","1","2012-10-04","Associate Member","Larry Miller"
"193.74","REGS","41","1","2012-10-04","Associate Member","Rob Moore"
"193.75","REGS","41","1","2012-10-04","Associate Member","Rick Norlock"
"193.76","REGS","41","1","2012-10-04","Associate Member","Deepak Obhrai"
"193.77","REGS","41","1","2012-10-04","Associate Member","Tilly O'Neill Gordon"
"193.78","REGS","41","1","2012-10-04","Associate Member","Ted Opitz"
"193.79","REGS","41","1","2012-10-04","Associate Member","LaVar Payne"
"193.80","REGS","41","1","2012-10-04","Associate Member","Pierre Poilievre"
"193.81","REGS","41","1","2012-10-04","Associate Member","Joe Preston"
"193.82","REGS","41","1","2012-10-04","Associate Member","James Rajotte"
"193.83","REGS","41","1","2012-10-04","Associate Member","Brent Rathgeber"
"193.84","REGS","41","1","2012-10-04","Associate Member","Scott Reid"
"193.85","REGS","41","1","2012-10-04","Associate Member","Michelle Rempel"
"193.86","REGS","41","1","2012-10-04","Associate Member","Blake Richards"
"193.87","REGS","41","1","2012-10-04","Associate Member","Greg Rickford"
"193.88","REGS","41","1","2012-10-04","Associate Member","Gary Schellenberger"
"193.89","REGS","41","1","2012-10-04","Associate Member","Kyle Seeback"
"193.90","REGS","41","1","2012-10-04","Associate Member","Bev Shipley"
"193.91","REGS","41","1","2012-10-04","Associate Member","Devinder Shory"
"193.92","REGS","41","1","2012-10-04","Associate Member","Joy Smith"
"193.93","REGS","41","1","2012-10-04","Associate Member","Robert Sopuck"
"193.94","REGS","41","1","2012-10-04","Associate Member","Kevin Sorenson"
"193.95","REGS","41","1","2012-10-04","Associate Member","Brian Storseth"
"193.96","REGS","41","1","2012-10-04","Associate Member","Mark Strahl"
"193.97","REGS","41","1","2012-10-04","Associate Member","David Sweet"
"193.98","REGS","41","1","2012-10-04","Associate Member","David Tilson"
"193.99","REGS","41","1","2012-10-04","Associate Member","Lawrence Toet"
"193.100","REGS","41","1","2012-10-04","Associate Member","Brad Trost"
"193.101","REGS","41","1","2012-10-04","Associate Member","Bernard Trottier"
"193.102","REGS","41","1","2012-10-04","Associate Member","Susan Truppe"
"193.103","REGS","41","1","2012-10-04","Associate Member","Merv Tweed"
"193.104","REGS","41","1","2012-10-04","Associate Member","Dave Van Kesteren"
"193.105","REGS","41","1","2012-10-04","Associate Member","Mike Wallace"
"193.106","REGS","41","1","2012-10-04","Associate Member","Mark Warawa"
"193.107","REGS","41","1","2012-10-04","Associate Member","Chris Warkentin"
"193.108","REGS","41","1","2012-10-04","Associate Member","Jeff Watson"
"193.109","REGS","41","1","2012-10-04","Associate Member","John Weston"
"193.110","REGS","41","1","2012-10-04","Associate Member","Rodney Weston"
"193.111","REGS","41","1","2012-10-04","Associate Member","David Wilks"
"193.112","REGS","41","1","2012-10-04","Associate Member","John Williamson"
"193.113","REGS","41","1","2012-10-04","Associate Member","Stephen Woodworth"
"193.114","REGS","41","1","2012-10-04","Associate Member","Terence Young"
"193.115","REGS","41","1","2012-10-04","Associate Member","Wai Young"
"193.116","REGS","41","1","2012-10-04","Associate Member","Bob Zimmer"
"193.117","REGS","41","1","2012-10-04","Associate Member","Sean Casey"
"193.118","REGS","41","1","2012-10-04","Associate Member","Irwin Cotler"
"193.119","REGS","41","1","2012-10-04","Associate Member","David McGuinty"
"193.120","REGS","41","1","2012-10-04","Associate Member","Sana Hassainia"
"193.121","REGS","41","1","2012-10-04","Associate Member","Peter Julian"
"194.122","REGS","41","1","2012-10-17","Associate Member","Eve Adams"
"194.210","REGS","41","1","2012-10-17","Associate Member","Mark Adler"
"194.310","REGS","41","1","2012-10-17","Associate Member","Harold Albrecht"
"194.410","REGS","41","1","2012-10-17","Associate Member","Chris Alexander"
"194.510","REGS","41","1","2012-10-17","Associate Member","Mike Allen"
"194.610","REGS","41","1","2012-10-17","Associate Member","Dean Allison"
"194.710","REGS","41","1","2012-10-17","Associate Member","Stella Ambler"
"194.810","REGS","41","1","2012-10-17","Associate Member","David Anderson"
"194.910","REGS","41","1","2012-10-17","Associate Member","Scott Armstrong"
"194.1010","REGS","41","1","2012-10-17","Associate Member","Jay Aspin"
"194.1110","REGS","41","1","2012-10-17","Associate Member","Joyce Bateman"
"194.123","REGS","41","1","2012-10-17","Associate Member","Leon Benoit"
"194.131","REGS","41","1","2012-10-17","Associate Member","Candice Bergen"
"194.141","REGS","41","1","2012-10-17","Associate Member","James Bezan"
"194.151","REGS","41","1","2012-10-17","Associate Member","Kelly Block"
"194.161","REGS","41","1","2012-10-17","Associate Member","Peter Braid"
"194.171","REGS","41","1","2012-10-17","Associate Member","Gordon Brown"
"194.181","REGS","41","1","2012-10-17","Associate Member","Lois Brown"
"194.191","REGS","41","1","2012-10-17","Associate Member","Rod Bruinooge"
"194.201","REGS","41","1","2012-10-17","Associate Member","Brad Butt"
"194.211","REGS","41","1","2012-10-17","Associate Member","Paul Calandra"
"194.221","REGS","41","1","2012-10-17","Associate Member","Blaine Calkins"
"194.231","REGS","41","1","2012-10-17","Associate Member","Ron Cannan"
"194.241","REGS","41","1","2012-10-17","Associate Member","John Carmichael"
"194.251","REGS","41","1","2012-10-17","Associate Member","Colin Carrie"
"194.261","REGS","41","1","2012-10-17","Associate Member","Corneliu Chisu"
"194.271","REGS","41","1","2012-10-17","Associate Member","Michael Chong"
"194.281","REGS","41","1","2012-10-17","Associate Member","Rob Clarke"
"194.291","REGS","41","1","2012-10-17","Associate Member","Joe Daniel"
"194.301","REGS","41","1","2012-10-17","Associate Member","Patricia Davidson"
"194.311","REGS","41","1","2012-10-17","Associate Member","Bob Dechert"
"194.321","REGS","41","1","2012-10-17","Associate Member","Dean Del Mastro"
"194.331","REGS","41","1","2012-10-17","Associate Member","Earl Dreeshen"
"194.341","REGS","41","1","2012-10-17","Associate Member","Rick Dykstra"
"194.351","REGS","41","1","2012-10-17","Associate Member","Kerry-Lynne D. Findlay"
"194.361","REGS","41","1","2012-10-17","Associate Member","Royal Galipeau"
"194.371","REGS","41","1","2012-10-17","Associate Member","Cheryl Gallant"
"194.381","REGS","41","1","2012-10-17","Associate Member","Parm Gill"
"194.391","REGS","41","1","2012-10-17","Associate Member","Shelly Glover"
"194.401","REGS","41","1","2012-10-17","Associate Member","Robert Goguen"
"194.411","REGS","41","1","2012-10-17","Associate Member","Jacques Gourde"
"194.42","REGS","41","1","2012-10-17","Associate Member","Nina Grewal"
"194.43","REGS","41","1","2012-10-17","Associate Member","Richard Harris"
"194.44","REGS","41","1","2012-10-17","Associate Member","Laurie Hawn"
"194.45","REGS","41","1","2012-10-17","Associate Member","Bryan Hayes"
"194.46","REGS","41","1","2012-10-17","Associate Member","Russ Hiebert"
"194.47","REGS","41","1","2012-10-17","Associate Member","Jim Hillyer"
"194.48","REGS","41","1","2012-10-17","Associate Member","Randy Hoback"
"194.49","REGS","41","1","2012-10-17","Associate Member","Ed Holder"
"194.50","REGS","41","1","2012-10-17","Associate Member","Roxanne James"
"194.51","REGS","41","1","2012-10-17","Associate Member","Brian Jean"
"194.52","REGS","41","1","2012-10-17","Associate Member","Randy Kamp"
"194.53","REGS","41","1","2012-10-17","Associate Member","Gerald Keddy"
"194.54","REGS","41","1","2012-10-17","Associate Member","Greg Kerr"
"194.55","REGS","41","1","2012-10-17","Associate Member","Ed Komarnicki"
"194.56","REGS","41","1","2012-10-17","Associate Member","Daryl Kramp"
"194.57","REGS","41","1","2012-10-17","Associate Member","Mike Lake"
"194.58","REGS","41","1","2012-10-17","Associate Member","Guy Lauzon"
"194.59","REGS","41","1","2012-10-17","Associate Member","Ryan Leef"
"194.60","REGS","41","1","2012-10-17","Associate Member","Kellie Leitch"
"194.61","REGS","41","1","2012-10-17","Associate Member","Pierre Lemieux"
"194.62","REGS","41","1","2012-10-17","Associate Member","Chungsen Leung"
"194.63","REGS","41","1","2012-10-17","Associate Member","Wladyslaw Lizon"
"194.64","REGS","41","1","2012-10-17","Associate Member","Ben Lobb"
"194.65","REGS","41","1","2012-10-17","Associate Member","Tom Lukiwski"
"194.66","REGS","41","1","2012-10-17","Associate Member","James Lunney"
"194.67","REGS","41","1","2012-10-17","Associate Member","Dave MacKenzie"
"194.68","REGS","41","1","2012-10-17","Associate Member","Colin Mayes"
"194.69","REGS","41","1","2012-10-17","Associate Member","Phil McColeman"
"194.70","REGS","41","1","2012-10-17","Associate Member","Cathy McLeod"
"194.71","REGS","41","1","2012-10-17","Associate Member","Costas Menegakis"
"194.72","REGS","41","1","2012-10-17","Associate Member","Rob Merrifield"
"194.73","REGS","41","1","2012-10-17","Associate Member","Larry Miller"
"194.74","REGS","41","1","2012-10-17","Associate Member","Rob Moore"
"194.75","REGS","41","1","2012-10-17","Associate Member","Rick Norlock"
"194.76","REGS","41","1","2012-10-17","Associate Member","Deepak Obhrai"
"194.77","REGS","41","1","2012-10-17","Associate Member","Tilly O'Neill Gordon"
"194.78","REGS","41","1","2012-10-17","Associate Member","Ted Opitz"
"194.79","REGS","41","1","2012-10-17","Associate Member","LaVar Payne"
"194.80","REGS","41","1","2012-10-17","Associate Member","Pierre Poilievre"
"194.81","REGS","41","1","2012-10-17","Associate Member","Joe Preston"
"194.82","REGS","41","1","2012-10-17","Associate Member","James Rajotte"
"194.83","REGS","41","1","2012-10-17","Associate Member","Brent Rathgeber"
"194.84","REGS","41","1","2012-10-17","Associate Member","Scott Reid"
"194.85","REGS","41","1","2012-10-17","Associate Member","Michelle Rempel"
"194.86","REGS","41","1","2012-10-17","Associate Member","Blake Richards"
"194.87","REGS","41","1","2012-10-17","Associate Member","Greg Rickford"
"194.88","REGS","41","1","2012-10-17","Associate Member","Gary Schellenberger"
"194.89","REGS","41","1","2012-10-17","Associate Member","Kyle Seeback"
"194.90","REGS","41","1","2012-10-17","Associate Member","Bev Shipley"
"194.91","REGS","41","1","2012-10-17","Associate Member","Devinder Shory"
"194.92","REGS","41","1","2012-10-17","Associate Member","Joy Smith"
"194.93","REGS","41","1","2012-10-17","Associate Member","Robert Sopuck"
"194.94","REGS","41","1","2012-10-17","Associate Member","Kevin Sorenson"
"194.95","REGS","41","1","2012-10-17","Associate Member","Brian Storseth"
"194.96","REGS","41","1","2012-10-17","Associate Member","Mark Strahl"
"194.97","REGS","41","1","2012-10-17","Associate Member","David Sweet"
"194.98","REGS","41","1","2012-10-17","Associate Member","David Tilson"
"194.99","REGS","41","1","2012-10-17","Associate Member","Lawrence Toet"
"194.100","REGS","41","1","2012-10-17","Associate Member","Brad Trost"
"194.101","REGS","41","1","2012-10-17","Associate Member","Bernard Trottier"
"194.102","REGS","41","1","2012-10-17","Associate Member","Susan Truppe"
"194.103","REGS","41","1","2012-10-17","Associate Member","Merv Tweed"
"194.104","REGS","41","1","2012-10-17","Associate Member","Dave Van Kesteren"
"194.105","REGS","41","1","2012-10-17","Associate Member","Mike Wallace"
"194.106","REGS","41","1","2012-10-17","Associate Member","Mark Warawa"
"194.107","REGS","41","1","2012-10-17","Associate Member","Chris Warkentin"
"194.108","REGS","41","1","2012-10-17","Associate Member","Jeff Watson"
"194.109","REGS","41","1","2012-10-17","Associate Member","John Weston"
"194.110","REGS","41","1","2012-10-17","Associate Member","Rodney Weston"
"194.111","REGS","41","1","2012-10-17","Associate Member","David Wilks"
"194.112","REGS","41","1","2012-10-17","Associate Member","John Williamson"
"194.113","REGS","41","1","2012-10-17","Associate Member","Stephen Woodworth"
"194.114","REGS","41","1","2012-10-17","Associate Member","Terence Young"
"194.115","REGS","41","1","2012-10-17","Associate Member","Wai Young"
"194.116","REGS","41","1","2012-10-17","Associate Member","Bob Zimmer"
"194.117","REGS","41","1","2012-10-17","Associate Member","Sean Casey"
"194.118","REGS","41","1","2012-10-17","Associate Member","Irwin Cotler"
"194.119","REGS","41","1","2012-10-17","Associate Member","David McGuinty"
"194.120","REGS","41","1","2012-10-17","Associate Member","Sana Hassainia"
"194.121","REGS","41","1","2012-10-17","Associate Member","Peter Julian"
"195.122","REGS","41","1","2012-10-18","Associate Member","Eve Adams"
"195.210","REGS","41","1","2012-10-18","Associate Member","Mark Adler"
"195.310","REGS","41","1","2012-10-18","Associate Member","Harold Albrecht"
"195.410","REGS","41","1","2012-10-18","Associate Member","Chris Alexander"
"195.510","REGS","41","1","2012-10-18","Associate Member","Mike Allen"
"195.610","REGS","41","1","2012-10-18","Associate Member","Dean Allison"
"195.710","REGS","41","1","2012-10-18","Associate Member","Stella Ambler"
"195.810","REGS","41","1","2012-10-18","Associate Member","David Anderson"
"195.910","REGS","41","1","2012-10-18","Associate Member","Scott Armstrong"
"195.1010","REGS","41","1","2012-10-18","Associate Member","Jay Aspin"
"195.1110","REGS","41","1","2012-10-18","Associate Member","Joyce Bateman"
"195.123","REGS","41","1","2012-10-18","Associate Member","Leon Benoit"
"195.131","REGS","41","1","2012-10-18","Associate Member","Candice Bergen"
"195.141","REGS","41","1","2012-10-18","Associate Member","James Bezan"
"195.15","REGS","41","1","2012-10-18","Associate Member","Kelly Block"
"195.16","REGS","41","1","2012-10-18","Associate Member","Peter Braid"
"195.17","REGS","41","1","2012-10-18","Associate Member","Gordon Brown"
"195.18","REGS","41","1","2012-10-18","Associate Member","Lois Brown"
"195.19","REGS","41","1","2012-10-18","Associate Member","Rod Bruinooge"
"195.20","REGS","41","1","2012-10-18","Associate Member","Brad Butt"
"195.21","REGS","41","1","2012-10-18","Associate Member","Paul Calandra"
"195.22","REGS","41","1","2012-10-18","Associate Member","Blaine Calkins"
"195.23","REGS","41","1","2012-10-18","Associate Member","Ron Cannan"
"195.24","REGS","41","1","2012-10-18","Associate Member","John Carmichael"
"195.25","REGS","41","1","2012-10-18","Associate Member","Colin Carrie"
"195.26","REGS","41","1","2012-10-18","Associate Member","Corneliu Chisu"
"195.27","REGS","41","1","2012-10-18","Associate Member","Michael Chong"
"195.28","REGS","41","1","2012-10-18","Associate Member","Rob Clarke"
"195.29","REGS","41","1","2012-10-18","Associate Member","Joe Daniel"
"195.30","REGS","41","1","2012-10-18","Associate Member","Patricia Davidson"
"195.31","REGS","41","1","2012-10-18","Associate Member","Bob Dechert"
"195.32","REGS","41","1","2012-10-18","Associate Member","Dean Del Mastro"
"195.33","REGS","41","1","2012-10-18","Associate Member","Earl Dreeshen"
"195.34","REGS","41","1","2012-10-18","Associate Member","Rick Dykstra"
"195.35","REGS","41","1","2012-10-18","Associate Member","Kerry-Lynne D. Findlay"
"195.36","REGS","41","1","2012-10-18","Associate Member","Royal Galipeau"
"195.37","REGS","41","1","2012-10-18","Associate Member","Cheryl Gallant"
"195.38","REGS","41","1","2012-10-18","Associate Member","Parm Gill"
"195.39","REGS","41","1","2012-10-18","Associate Member","Shelly Glover"
"195.40","REGS","41","1","2012-10-18","Associate Member","Robert Goguen"
"195.41","REGS","41","1","2012-10-18","Associate Member","Jacques Gourde"
"195.42","REGS","41","1","2012-10-18","Associate Member","Nina Grewal"
"195.43","REGS","41","1","2012-10-18","Associate Member","Richard Harris"
"195.44","REGS","41","1","2012-10-18","Associate Member","Laurie Hawn"
"195.45","REGS","41","1","2012-10-18","Associate Member","Bryan Hayes"
"195.46","REGS","41","1","2012-10-18","Associate Member","Russ Hiebert"
"195.47","REGS","41","1","2012-10-18","Associate Member","Jim Hillyer"
"195.48","REGS","41","1","2012-10-18","Associate Member","Randy Hoback"
"195.49","REGS","41","1","2012-10-18","Associate Member","Ed Holder"
"195.50","REGS","41","1","2012-10-18","Associate Member","Roxanne James"
"195.51","REGS","41","1","2012-10-18","Associate Member","Brian Jean"
"195.52","REGS","41","1","2012-10-18","Associate Member","Randy Kamp"
"195.53","REGS","41","1","2012-10-18","Associate Member","Gerald Keddy"
"195.54","REGS","41","1","2012-10-18","Associate Member","Greg Kerr"
"195.55","REGS","41","1","2012-10-18","Associate Member","Ed Komarnicki"
"195.56","REGS","41","1","2012-10-18","Associate Member","Daryl Kramp"
"195.57","REGS","41","1","2012-10-18","Associate Member","Mike Lake"
"195.58","REGS","41","1","2012-10-18","Associate Member","Guy Lauzon"
"195.59","REGS","41","1","2012-10-18","Associate Member","Ryan Leef"
"195.60","REGS","41","1","2012-10-18","Associate Member","Kellie Leitch"
"195.61","REGS","41","1","2012-10-18","Associate Member","Pierre Lemieux"
"195.62","REGS","41","1","2012-10-18","Associate Member","Chungsen Leung"
"195.63","REGS","41","1","2012-10-18","Associate Member","Wladyslaw Lizon"
"195.64","REGS","41","1","2012-10-18","Associate Member","Ben Lobb"
"195.65","REGS","41","1","2012-10-18","Associate Member","Tom Lukiwski"
"195.66","REGS","41","1","2012-10-18","Associate Member","James Lunney"
"195.67","REGS","41","1","2012-10-18","Associate Member","Dave MacKenzie"
"195.68","REGS","41","1","2012-10-18","Associate Member","Colin Mayes"
"195.69","REGS","41","1","2012-10-18","Associate Member","Phil McColeman"
"195.70","REGS","41","1","2012-10-18","Associate Member","Cathy McLeod"
"195.71","REGS","41","1","2012-10-18","Associate Member","Costas Menegakis"
